"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
3.401000000E1,-8.420000076E-1,4.979999959E-1,1.003600025E1
3.501000000E1,-7.659999728E-1,1.529999971E-1,9.500000000E0
3.601000000E1,-5.740000010E-1,3.440000117E-1,1.018999958E1
3.701000000E1,-3.059999943E-1,1.072000027E0,1.137699986E1
3.801000000E1,-2.680000067E-1,4.979999959E-1,9.538000107E0
3.901000000E1,-4.979999959E-1,-1.909999996E-1,9.270000458E0
4.001000000E1,1.140000001E-1,1.264000058E0,1.018999958E1
4.101000000E1,-5.740000010E-1,1.187000036E0,9.194000244E0
4.201000000E1,-4.210000038E-1,6.510000229E-1,8.503999710E0
4.301000000E1,0.000000000E0,-1.187000036E0,1.049600029E1
4.401000000E1,1.529999971E-1,4.979999959E-1,1.160700035E1
4.501000000E1,2.680000067E-1,6.119999886E-1,9.116999626E0
4.601000000E1,-1.529999971E-1,7.269999981E-1,7.699999809E0
4.701000000E1,7.659999728E-1,4.210000038E-1,8.465999603E0
4.801000000E1,-2.290000021E-1,3.829999864E-1,1.210499954E1
4.901000000E1,-3.059999943E-1,8.040000200E-1,1.053400040E1
5.001000000E1,-3.059999943E-1,3.829999864E-1,9.079000473E0
5.101000000E1,-1.187000036E0,-3.829999864E-1,8.772000313E0
5.201000000E1,-6.890000105E-1,-1.225000024E0,1.030500031E1
5.301000000E1,-2.290000021E-1,4.589999914E-1,1.130099964E1
5.401000000E1,3.059999943E-1,9.190000296E-1,9.652999878E0
5.501000000E1,-1.140000001E-1,3.829999864E-1,8.312000275E0
5.601000000E1,-3.799999878E-2,-7.269999981E-1,9.079000473E0
5.701000000E1,-4.979999959E-1,-9.959999919E-1,1.049600029E1
5.801000000E1,-8.420000076E-1,3.059999943E-1,1.103199959E1
5.901000000E1,-1.909999996E-1,2.680000067E-1,9.423000336E0
6.001000000E1,-3.799999878E-2,-1.529999971E-1,8.427000046E0
6.101000000E1,-3.440000117E-1,-2.290000021E-1,8.083000183E0
6.201000000E1,-2.680000067E-1,-4.210000038E-1,1.107100010E1
6.301000000E1,1.529999971E-1,6.510000229E-1,1.103199959E1
6.401000000E1,0.000000000E0,3.440000117E-1,8.734000206E0
6.501000000E1,-7.599999756E-2,-5.360000134E-1,9.154999733E0
6.601000000E1,-3.799999878E-2,-6.510000229E-1,9.920999527E0
6.701000000E1,-2.290000021E-1,1.608000040E0,1.064900017E1
6.801000000E1,-1.529999971E-1,9.190000296E-1,9.807000160E0
6.901000000E1,3.059999943E-1,4.210000038E-1,8.656999588E0
7.001000000E1,-2.290000021E-1,1.529999971E-1,8.656999588E0
7.101000000E1,-7.659999728E-1,4.210000038E-1,1.187500000E1
7.201000000E1,1.909999996E-1,8.040000200E-1,1.030500031E1
7.301000000E1,-1.529999971E-1,9.959999919E-1,8.427000046E0
7.401000000E1,-1.140000001E-1,-9.190000296E-1,8.848999977E0
7.501000000E1,-1.140000001E-1,-1.340000033E0,1.149199963E1
7.601000000E1,-2.680000067E-1,9.959999919E-1,9.998000145E0
7.701000000E1,3.799999878E-2,6.119999886E-1,8.465999603E0
7.801000000E1,-1.909999996E-1,1.529999971E-1,8.388999939E0
7.901000000E1,4.210000038E-1,5.360000134E-1,1.110900021E1
8.001000000E1,4.210000038E-1,8.809999824E-1,8.848999977E0
8.101000000E1,-2.680000067E-1,7.599999756E-2,1.091699982E1
8.201000000E1,-3.059999943E-1,-3.799999878E-2,9.614999771E0
8.301000000E1,-6.119999886E-1,2.680000067E-1,1.068799973E1
8.401000000E1,3.799999878E-2,1.149000049E0,1.149199963E1
8.501000000E1,-1.529999971E-1,5.360000134E-1,9.347000122E0
8.601000000E1,2.290000021E-1,-1.909999996E-1,8.236000061E0
8.701000000E1,-4.210000038E-1,-6.119999886E-1,1.137699986E1
8.801000000E1,-4.979999959E-1,4.589999914E-1,1.172200012E1
8.901000000E1,3.799999878E-2,2.680000067E-1,9.920999527E0
9.001000000E1,-1.140000001E-1,-4.979999959E-1,8.696000099E0
9.101000000E1,3.799999878E-2,-8.420000076E-1,1.149199963E1
9.201000000E1,3.829999864E-1,9.959999919E-1,1.022799969E1
9.301000000E1,1.909999996E-1,5.360000134E-1,8.656999588E0
9.401000000E1,7.599999756E-2,4.589999914E-1,8.619000435E0
9.501000000E1,7.599999756E-2,2.290000021E-1,1.122399998E1
9.601000000E1,-8.420000076E-1,1.340000033E0,1.026599979E1
9.701000000E1,-7.599999756E-2,4.210000038E-1,8.159000397E0
9.801000001E1,-5.360000134E-1,3.799999878E-2,8.274000168E0
9.901000001E1,-6.890000105E-1,4.979999959E-1,1.007499981E1
1.000100000E2,7.599999756E-2,1.493999958E0,1.057299995E1
1.010100000E2,2.290000021E-1,1.072000027E0,7.737999916E0
1.020100000E2,7.269999981E-1,1.529999971E-1,9.232000351E0
1.030100000E2,4.210000038E-1,8.420000076E-1,1.011299992E1
1.040100000E2,-3.440000117E-1,1.072000027E0,9.347000122E0
1.050100000E2,-1.140000001E-1,8.809999824E-1,8.121000290E0
1.060100000E2,-7.599999756E-2,-7.599999756E-2,8.427000046E0
1.070100000E2,6.890000105E-1,4.979999959E-1,1.183699989E1
1.080100000E2,1.140000001E-1,8.809999824E-1,9.729999542E0
1.090100000E2,-3.799999878E-2,6.119999886E-1,9.001999855E0
1.100100000E2,5.360000134E-1,-4.210000038E-1,9.232000351E0
1.110100000E2,-7.599999756E-2,-7.599999756E-2,1.195199966E1
1.120100000E2,-1.140000001E-1,4.979999959E-1,9.767999649E0
1.130100000E2,-7.599999756E-2,0.000000000E0,8.772000313E0
1.140100000E2,-7.599999756E-2,-7.659999728E-1,9.920999527E0
1.150100000E2,4.589999914E-1,6.510000229E-1,1.064900017E1
1.160100000E2,3.799999878E-2,2.680000067E-1,8.810000420E0
1.170100000E2,3.059999943E-1,4.210000038E-1,8.350999832E0
1.180100000E2,1.909999996E-1,2.290000021E-1,1.133899975E1
1.190100000E2,-1.529999971E-1,8.420000076E-1,9.538000107E0
1.200100000E2,7.599999756E-2,3.440000117E-1,8.619000435E0
1.210100000E2,-4.589999914E-1,3.059999943E-1,8.121000290E0
1.220100000E2,-7.659999728E-1,3.829999864E-1,1.064900017E1
1.230100000E2,-1.529999971E-1,1.838000059E0,9.920999527E0
1.240100000E2,1.909999996E-1,8.809999824E-1,8.696000099E0
1.250100000E2,-5.360000134E-1,1.140000001E-1,8.772000313E0
1.260100000E2,2.680000067E-1,-5.360000134E-1,1.041899967E1
1.270100000E2,-1.909999996E-1,7.269999981E-1,1.099400043E1
1.280100000E2,-1.909999996E-1,1.110000014E0,1.041899967E1
1.290100000E2,-7.599999756E-2,1.034000039E0,8.083000183E0
1.300100000E2,-5.740000010E-1,4.210000038E-1,8.656999588E0
1.310100000E2,-4.589999914E-1,-1.140000001E-1,9.614999771E0
1.320100000E2,1.529999971E-1,9.190000296E-1,1.149199963E1
1.330100000E2,-1.140000001E-1,1.378999949E0,1.034300041E1
1.340100000E2,0.000000000E0,8.809999824E-1,9.039999962E0
1.350100000E2,3.799999878E-2,-6.510000229E-1,9.039999962E0
1.360100000E2,7.599999756E-2,-4.589999914E-1,9.845000267E0
1.370100000E2,-1.909999996E-1,2.290000021E-1,1.152999973E1
1.380100000E2,-4.210000038E-1,4.589999914E-1,9.729999542E0
1.390100000E2,-7.599999756E-2,8.040000200E-1,8.274000168E0
1.400100000E2,1.140000001E-1,-3.059999943E-1,9.001999855E0
1.410100000E2,0.000000000E0,-1.608000040E0,1.103199959E1
1.420100000E2,-3.440000117E-1,6.890000105E-1,1.095600033E1
1.430100000E2,4.210000038E-1,1.799999952E0,9.001999855E0
1.440100000E2,1.909999996E-1,7.269999981E-1,8.541999817E0
1.450100000E2,-7.599999756E-2,3.059999943E-1,8.159000397E0
1.460100000E2,7.269999981E-1,-8.420000076E-1,1.080300045E1
1.470100000E2,3.829999864E-1,1.187000036E0,1.156900024E1
1.480100000E2,-3.440000117E-1,1.378999949E0,1.080300045E1
1.490100000E2,-1.140000001E-1,4.210000038E-1,9.960000038E0
1.500100000E2,-2.680000067E-1,9.570000172E-1,7.546000004E0
1.510100000E2,-4.979999959E-1,-3.799999878E-2,9.079000473E0
1.520100000E2,-4.589999914E-1,-6.890000105E-1,1.076399994E1
1.530100000E2,-3.059999943E-1,1.264000058E0,1.057299995E1
1.540100000E2,7.599999756E-2,1.799999952E0,1.007499981E1
1.550100000E2,1.909999996E-1,4.589999914E-1,9.960000038E0
1.560100000E2,2.680000067E-1,9.570000172E-1,7.623000145E0
1.570100000E2,0.000000000E0,-8.420000076E-1,9.039999962E0
1.580100000E2,1.264000058E0,-7.659999728E-1,9.692000389E0
1.590100000E2,-6.510000229E-1,-6.510000229E-1,1.156900024E1
1.600100000E2,1.529999971E-1,7.599999756E-2,1.133899975E1
1.610100000E2,-4.210000038E-1,4.589999914E-1,1.114700031E1
1.620100000E2,-1.529999971E-1,1.264000058E0,1.041899967E1
1.630100000E2,-3.799999878E-2,-7.599999756E-2,1.076399994E1
1.640100000E2,2.680000067E-1,7.659999728E-1,6.703999996E0
1.650100000E2,-7.599999756E-2,1.140000001E-1,8.236000061E0
1.660100000E2,4.210000038E-1,0.000000000E0,9.232000351E0
1.670100000E2,-9.570000172E-1,-4.589999914E-1,1.099400043E1
1.680100000E2,-2.680000067E-1,6.119999886E-1,1.137699986E1
1.690100000E2,7.659999728E-1,1.378999949E0,9.692000389E0
1.700100000E2,4.589999914E-1,7.269999981E-1,8.427000046E0
1.710100000E2,-1.140000001E-1,2.290000021E-1,8.427000046E0
1.720100000E2,8.809999824E-1,-6.119999886E-1,9.883000374E0
1.730100000E2,1.187000036E0,-7.659999728E-1,1.206700039E1
1.740100000E2,-2.290000021E-1,9.959999919E-1,1.041899967E1
1.750100000E2,2.290000021E-1,6.510000229E-1,9.232000351E0
1.760100000E2,2.290000021E-1,-3.829999864E-1,8.810000420E0
1.770100000E2,-2.290000021E-1,-4.210000038E-1,8.581000328E0
1.780100000E2,-1.909999996E-1,-3.799999878E-2,1.191300011E1
1.790100000E2,4.210000038E-1,5.740000010E-1,1.064900017E1
1.800100000E2,4.979999959E-1,3.440000117E-1,9.920999527E0
1.810100000E2,7.599999756E-2,1.529999971E-1,8.197999954E0
1.820100000E2,8.040000200E-1,4.210000038E-1,1.152999973E1
1.830100000E2,-4.210000038E-1,8.809999824E-1,1.026599979E1
1.840100000E2,7.599999756E-2,1.149000049E0,7.546000004E0
1.850100000E2,-3.829999864E-1,-7.599999756E-2,8.925000191E0
1.860100000E2,8.040000200E-1,4.979999959E-1,1.122399998E1
1.870100000E2,-1.909999996E-1,3.059999943E-1,9.500000000E0
1.880100000E2,6.510000229E-1,1.140000001E-1,8.236000061E0
1.890100000E2,0.000000000E0,2.290000021E-1,9.960000038E0
1.900100000E2,-1.529999971E-1,-8.040000200E-1,9.154999733E0
1.910100000E2,9.570000172E-1,5.360000134E-1,1.026599979E1
1.920100000E2,4.979999959E-1,7.659999728E-1,9.538000107E0
1.930100000E2,6.119999886E-1,4.210000038E-1,8.427000046E0
1.940100000E2,1.264000058E0,-3.799999878E-2,8.925000191E0
1.950100000E2,0.000000000E0,-1.140000001E-1,1.026599979E1
1.960100000E2,-4.210000038E-1,9.570000172E-1,1.107100010E1
1.970100000E2,7.599999756E-2,9.190000296E-1,9.500000000E0
1.980100000E2,2.290000021E-1,6.510000229E-1,8.503999710E0
1.990100000E2,7.599999756E-2,-3.440000117E-1,8.159000397E0
2.000100000E2,-7.599999756E-2,-2.220999956E0,1.248799992E1
2.010100000E2,8.420000076E-1,4.589999914E-1,1.087899971E1
2.020100000E2,2.680000067E-1,9.190000296E-1,9.270000458E0
2.030100000E2,1.529999971E-1,7.659999728E-1,8.043999672E0
2.040100000E2,1.302000046E0,-1.909999996E-1,9.461999893E0
2.050100000E2,7.269999981E-1,-1.149000049E0,1.172200012E1
2.060100000E2,-8.040000200E-1,9.959999919E-1,1.053400040E1
2.070100000E2,4.210000038E-1,9.570000172E-1,9.500000000E0
2.080100000E2,7.599999756E-2,3.059999943E-1,8.465999603E0
2.090100000E2,1.529999971E-1,6.119999886E-1,7.660999775E0
2.100100000E2,7.599999756E-2,2.680000067E-1,1.176000023E1
2.110100000E2,3.829999864E-1,1.909999996E-1,1.072599983E1
2.120100000E2,4.210000038E-1,4.589999914E-1,8.963999748E0
2.130100000E2,3.829999864E-1,8.420000076E-1,7.890999794E0
2.140100000E2,9.959999919E-1,-7.269999981E-1,9.461999893E0
2.150100000E2,2.290000021E-1,2.680000067E-1,1.099400043E1
2.160100000E2,-7.599999756E-2,6.890000105E-1,9.960000038E0
2.170100000E2,4.210000038E-1,3.440000117E-1,8.274000168E0
2.180100000E2,1.529999971E-1,-5.360000134E-1,9.500000000E0
2.190100000E2,9.959999919E-1,-1.493999958E0,1.126200008E1
2.200100000E2,9.190000296E-1,6.119999886E-1,1.141499996E1
2.210100000E2,4.589999914E-1,9.570000172E-1,9.729999542E0
2.220100000E2,6.510000229E-1,5.740000010E-1,8.656999588E0
2.230100000E2,4.979999959E-1,8.809999824E-1,6.626999855E0
2.240100000E2,9.190000296E-1,3.799999878E-2,8.656999588E0
2.250100000E2,1.072000027E0,6.119999886E-1,1.076399994E1
2.260100000E2,5.740000010E-1,4.589999914E-1,1.156900024E1
2.270100000E2,3.799999878E-2,1.034000039E0,9.920999527E0
2.280100000E2,2.680000067E-1,9.570000172E-1,9.079000473E0
2.290100000E2,3.440000117E-1,1.529999971E-1,8.541999817E0
2.300100000E2,-4.979999959E-1,2.680000067E-1,8.197999954E0
2.310100000E2,8.420000076E-1,-1.264000058E0,1.099400043E1
2.320100000E2,1.140000001E-1,1.149000049E0,1.072599983E1
2.330100000E2,6.890000105E-1,1.034000039E0,1.015100002E1
2.340100000E2,1.140000001E-1,1.072000027E0,8.350999832E0
2.350100000E2,3.799999878E-2,1.529999971E-1,8.734000206E0
2.360100000E2,4.589999914E-1,0.000000000E0,9.500000000E0
2.370100000E2,7.599999756E-2,3.059999943E-1,1.076399994E1
2.380100000E2,1.909999996E-1,1.034000039E0,1.038099957E1
2.390100000E2,3.799999878E-2,6.119999886E-1,9.232000351E0
2.400100000E2,-6.890000105E-1,1.529999971E-1,8.696000099E0
2.410100000E2,1.140000001E-1,-5.360000134E-1,1.061100006E1
2.420100000E2,2.290000021E-1,7.599999756E-2,1.087899971E1
2.430100000E2,2.290000021E-1,5.740000010E-1,9.039999962E0
2.440100000E2,-3.799999878E-2,8.809999824E-1,1.038099957E1
2.450100000E2,1.909999996E-1,8.040000200E-1,8.581000328E0
2.460100000E2,-3.059999943E-1,3.829999864E-1,8.503999710E0
2.470100000E2,-6.510000229E-1,5.360000134E-1,8.619000435E0
2.480100000E2,-3.059999943E-1,9.570000172E-1,1.152999973E1
2.490100000E2,3.829999864E-1,5.360000134E-1,1.018999958E1
2.500100000E2,-3.799999878E-2,4.210000038E-1,8.772000313E0
2.510100000E2,1.140000001E-1,6.119999886E-1,8.005999565E0
2.520100000E2,1.529999971E-1,-4.210000038E-1,9.232000351E0
2.530100000E2,-5.740000010E-1,3.059999943E-1,1.103199959E1
2.540100000E2,-5.740000010E-1,4.979999959E-1,1.118599987E1
2.550100000E2,-1.909999996E-1,5.740000010E-1,9.347000122E0
2.560100000E2,-3.799999878E-2,7.659999728E-1,8.159000397E0
2.570100000E2,-5.360000134E-1,-9.570000172E-1,1.068799973E1
2.580100000E2,-2.680000067E-1,8.809999824E-1,1.053400040E1
2.590100000E2,0.000000000E0,8.040000200E-1,9.845000267E0
2.600100000E2,-1.909999996E-1,1.225000024E0,7.814000130E0
2.610100000E2,2.290000021E-1,-7.269999981E-1,8.810000420E0
2.620100000E2,-2.680000067E-1,-1.909999996E-1,1.049600029E1
2.630100000E2,-9.190000296E-1,9.190000296E-1,1.087899971E1
2.640100000E2,-3.799999878E-2,3.059999943E-1,1.007499981E1
2.650100000E2,-2.290000021E-1,4.589999914E-1,8.696000099E0
2.660100000E2,-5.740000010E-1,-7.599999756E-2,8.810000420E0
2.670100000E2,-1.493999958E0,-6.510000229E-1,9.652999878E0
2.680100000E2,1.140000001E-1,-6.510000229E-1,1.145400047E1
2.690100000E2,1.529999971E-1,6.510000229E-1,1.038099957E1
2.700100000E2,6.890000105E-1,7.599999756E-2,1.049600029E1
2.710100000E2,1.140000001E-1,6.119999886E-1,8.581000328E0
2.720100000E2,1.140000001E-1,-3.059999943E-1,7.967999935E0
2.730100000E2,1.909999996E-1,-1.110000014E0,9.960000038E0
2.740100000E2,6.119999886E-1,-1.187000036E0,1.133899975E1
2.750100000E2,-1.529999971E-1,0.000000000E0,1.176000023E1
2.760100000E2,-6.890000105E-1,7.659999728E-1,1.018999958E1
2.770100000E2,1.909999996E-1,1.909999996E-1,9.039999962E0
2.780100000E2,-3.059999943E-1,6.890000105E-1,8.236000061E0
2.790100000E2,-6.890000105E-1,-1.909999996E-1,8.696000099E0
2.800100000E2,-6.510000229E-1,-1.072000027E0,1.206700039E1
2.810100000E2,2.680000067E-1,3.829999864E-1,1.064900017E1
2.820100000E2,5.360000134E-1,9.190000296E-1,9.461999893E0
2.830100000E2,1.140000001E-1,2.290000021E-1,8.465999603E0
2.840100000E2,2.680000067E-1,-1.529999971E-1,8.810000420E0
2.850100000E2,1.225000024E0,9.190000296E-1,7.814000130E0
2.860100000E2,4.979999959E-1,-1.225000024E0,1.172200012E1
2.870100000E2,-1.529999971E-1,6.510000229E-1,1.168400002E1
2.880100000E2,-7.269999981E-1,1.072000027E0,9.729999542E0
2.890100000E2,1.140000001E-1,3.440000117E-1,8.810000420E0
2.900100000E2,1.529999971E-1,3.829999864E-1,8.197999954E0
2.910100000E2,-8.420000076E-1,-7.269999981E-1,9.500000000E0
2.920100000E2,-1.529999971E-1,-1.608000040E0,1.187500000E1
2.930100000E2,6.890000105E-1,6.510000229E-1,9.883000374E0
2.940100000E2,2.290000021E-1,1.909999996E-1,9.767999649E0
2.950100000E2,1.529999971E-1,8.040000200E-1,7.546000004E0
2.960100000E2,-3.799999878E-2,-3.829999864E-1,8.772000313E0
2.970100000E2,6.510000229E-1,-1.455000043E0,1.026599979E1
2.980100000E2,7.599999756E-2,5.360000134E-1,1.084099960E1
2.990100000E2,-2.290000021E-1,4.979999959E-1,9.845000267E0
3.000100000E2,4.210000038E-1,7.599999756E-2,8.581000328E0
3.010100000E2,0.000000000E0,-1.799999952E0,9.960000038E0
3.020100000E2,0.000000000E0,-1.455000043E0,1.084099960E1
3.030100000E2,-1.909999996E-1,-1.529999971E-1,1.122399998E1
3.040100000E2,2.680000067E-1,4.210000038E-1,1.018999958E1
3.050100000E2,1.529999971E-1,5.360000134E-1,8.427000046E0
3.060100000E2,-3.799999878E-2,-6.890000105E-1,8.696000099E0
3.070100000E2,1.110000014E0,-1.140000001E-1,8.619000435E0
3.080100000E2,1.140000001E-1,-4.589999914E-1,1.141499996E1
3.090100000E2,-1.909999996E-1,4.979999959E-1,1.030500031E1
3.100100000E2,-3.829999864E-1,6.510000229E-1,8.005999565E0
3.110100000E2,-7.599999756E-2,-8.040000200E-1,8.427000046E0
3.120100000E2,-4.210000038E-1,-9.190000296E-1,1.064900017E1
3.130100000E2,-3.829999864E-1,4.979999959E-1,1.133899975E1
3.140100000E2,2.290000021E-1,7.659999728E-1,9.232000351E0
3.150100000E2,0.000000000E0,-1.909999996E-1,9.307999611E0
3.160100000E2,1.529999971E-1,-9.959999919E-1,8.656999588E0
3.170100000E2,6.510000229E-1,-1.909999996E-1,9.845000267E0
3.180100000E2,7.659999728E-1,-3.440000117E-1,1.130099964E1
3.190100000E2,-3.059999943E-1,1.909999996E-1,1.018999958E1
3.200100000E2,7.599999756E-2,3.829999864E-1,9.347000122E0
3.210100000E2,2.290000021E-1,4.210000038E-1,7.967999935E0
3.220100000E2,-5.740000010E-1,-6.510000229E-1,8.772000313E0
3.230100000E2,-4.210000038E-1,-9.959999919E-1,1.114700031E1
3.240100000E2,7.599999756E-2,7.269999981E-1,1.018999958E1
3.250100000E2,2.290000021E-1,8.420000076E-1,1.022799969E1
3.260100000E2,3.799999878E-2,7.269999981E-1,8.121000290E0
3.270100000E2,3.799999878E-2,1.225000024E0,7.315999985E0
3.280100000E2,9.190000296E-1,-4.589999914E-1,9.079000473E0
3.290100000E2,7.599999756E-2,-7.599999756E-2,1.064900017E1
3.300100000E2,-8.420000076E-1,3.799999878E-2,1.057299995E1
3.310100000E2,-2.290000021E-1,5.360000134E-1,9.154999733E0
3.320100000E2,-3.799999878E-2,6.119999886E-1,7.814000130E0
3.330100000E2,0.000000000E0,-9.959999919E-1,8.772000313E0
3.340100000E2,1.140000001E-1,-1.723000050E0,1.156900024E1
3.350100000E2,-1.529999971E-1,5.360000134E-1,1.103199959E1
3.360100000E2,6.119999886E-1,4.589999914E-1,9.729999542E0
3.370100000E2,1.140000001E-1,-2.680000067E-1,8.581000328E0
3.380100000E2,-2.290000021E-1,1.140000001E-1,8.388999939E0
3.390100000E2,1.034000039E0,-1.340000033E0,1.015100002E1
3.400100000E2,2.290000021E-1,-3.799999878E-2,1.137699986E1
3.410100000E2,-5.360000134E-1,1.140000001E-1,9.538000107E0
3.420100000E2,-7.599999756E-2,-7.599999756E-2,8.810000420E0
3.430100000E2,-2.680000067E-1,3.059999943E-1,8.197999954E0
3.440100000E2,-5.740000010E-1,-9.190000296E-1,9.347000122E0
3.450100000E2,1.140000001E-1,-1.187000036E0,1.072599983E1
3.460100000E2,-1.140000001E-1,3.799999878E-2,1.141499996E1
3.470100000E2,2.290000021E-1,-3.799999878E-2,9.960000038E0
3.480100000E2,2.290000021E-1,-5.360000134E-1,9.270000458E0
3.490100000E2,-4.979999959E-1,-3.440000117E-1,8.772000313E0
3.500100000E2,5.360000134E-1,-1.110000014E0,9.500000000E0
3.510100000E2,-3.799999878E-2,-1.646999955E0,1.152999973E1
3.520100000E2,-1.110000014E0,-3.829999864E-1,1.076399994E1
3.530100000E2,-7.599999756E-2,-4.589999914E-1,9.423000336E0
3.540100000E2,-2.290000021E-1,-2.680000067E-1,8.656999588E0
3.550100000E2,-3.829999864E-1,-9.190000296E-1,8.581000328E0
3.560100000E2,-9.959999919E-1,-1.302000046E0,1.026599979E1
3.570100000E2,-1.909999996E-1,-9.190000296E-1,1.244999981E1
3.580100000E2,6.890000105E-1,-5.360000134E-1,1.107100010E1
3.590100000E2,4.589999914E-1,3.440000117E-1,8.925000191E0
3.600100000E2,0.000000000E0,-3.799999878E-2,8.810000420E0
3.610100000E2,0.000000000E0,2.680000067E-1,7.853000164E0
3.620100000E2,5.360000134E-1,-4.589999914E-1,8.350999832E0
3.630100000E2,-2.290000021E-1,-2.290000021E-1,1.057299995E1
3.640100000E2,-6.119999886E-1,-1.909999996E-1,1.126200008E1
3.650100000E2,-2.290000021E-1,-8.420000076E-1,1.057299995E1
3.660100000E2,-4.210000038E-1,-3.799999878E-2,8.734000206E0
3.670100000E2,-6.119999886E-1,-1.909999996E-1,8.083000183E0
3.680100000E2,-7.659999728E-1,-9.959999919E-1,8.656999588E0
3.690100000E2,-8.809999824E-1,3.059999943E-1,9.001999855E0
3.700100000E2,-1.909999996E-1,5.360000134E-1,1.080300045E1
3.710100000E2,1.529999971E-1,2.290000021E-1,9.347000122E0
3.720100000E2,7.659999728E-1,-3.440000117E-1,9.079000473E0
3.730100000E2,7.599999756E-2,-7.659999728E-1,1.026599979E1
3.740100000E2,3.059999943E-1,3.059999943E-1,9.920999527E0
