"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
3.100000000E1,-1.187000036E0,3.059999943E-1,9.845000267E0
3.200000000E1,-2.335999966E0,8.040000200E-1,1.225800037E1
3.300000000E1,-3.799999878E-2,-8.040000200E-1,1.310099983E1
3.400000000E1,2.290000021E-1,6.119999886E-1,1.122399998E1
3.500000000E1,-1.909999996E-1,7.269999981E-1,1.191300011E1
3.600000000E1,4.210000038E-1,8.809999824E-1,1.091699982E1
3.700000000E1,-7.599999756E-2,1.455000043E0,9.729999542E0
3.800000000E1,-2.680000067E-1,1.761999965E0,1.018999958E1
3.900000000E1,7.599999756E-2,1.455000043E0,8.197999954E0
4.000000000E1,2.680000067E-1,8.420000076E-1,8.503999710E0
4.100000000E1,-8.809999824E-1,1.302000046E0,8.043999672E0
4.200000000E1,-7.599999756E-2,4.589999914E-1,9.423000336E0
4.300000000E1,1.149000049E0,5.740000010E-1,9.039999962E0
4.400000000E1,5.360000134E-1,2.680000067E-1,1.018999958E1
4.500000000E1,7.269999981E-1,1.264000058E0,1.168400002E1
4.600000000E1,7.599999756E-2,1.531999946E0,1.118599987E1
4.700000000E1,-8.040000200E-1,1.493999958E0,1.114700031E1
4.800000000E1,3.799999878E-2,1.761999965E0,9.500000000E0
4.900000000E1,3.799999878E-2,1.340000033E0,8.005999565E0
5.000000000E1,0.000000000E0,1.531999946E0,6.742000103E0
5.100000000E1,-8.040000200E-1,6.119999886E-1,8.772000313E0
5.200000000E1,-7.269999981E-1,-4.589999914E-1,1.015100002E1
5.300000000E1,-8.420000076E-1,8.040000200E-1,1.233500004E1
5.400000000E1,4.979999959E-1,1.838000059E0,1.133899975E1
5.500000000E1,-1.140000001E-1,1.570000052E0,9.807000160E0
5.600000000E1,3.799999878E-2,2.144999981E0,8.734000206E0
5.700000000E1,1.140000001E-1,1.110000014E0,8.043999672E0
5.800000000E1,7.599999756E-2,9.570000172E-1,6.664999962E0
5.900000000E1,1.909999996E-1,-3.799999878E-2,9.500000000E0
6.000000000E1,-4.210000038E-1,1.909999996E-1,1.152999973E1
6.100000000E1,0.000000000E0,-4.979999959E-1,1.160700035E1
6.200000000E1,1.140000001E-1,1.264000058E0,1.072599983E1
6.300000000E1,-6.510000229E-1,4.979999959E-1,1.137699986E1
6.400000000E1,-3.059999943E-1,1.264000058E0,1.007499981E1
6.500000000E1,-3.440000117E-1,1.417000055E0,9.729999542E0
6.600000000E1,-7.599999756E-2,6.510000229E-1,8.963999748E0
6.700000000E1,-1.140000001E-1,1.110000014E0,6.894999981E0
6.800000000E1,2.290000021E-1,8.809999824E-1,7.507999897E0
6.900000000E1,1.529999971E-1,3.799999878E-2,1.041899967E1
7.000000000E1,-6.119999886E-1,-3.799999878E-2,1.294799995E1
7.100000000E1,5.740000010E-1,9.959999919E-1,1.172200012E1
7.200000000E1,-3.799999878E-2,1.531999946E0,9.500000000E0
7.300000000E1,3.059999943E-1,1.110000014E0,8.350999832E0
7.400000000E1,2.680000067E-1,9.570000172E-1,7.469999790E0
7.500000000E1,3.829999864E-1,7.269999981E-1,6.703999996E0
7.600000000E1,2.290000021E-1,3.799999878E-2,9.500000000E0
7.700000000E1,5.360000134E-1,8.040000200E-1,8.734000206E0
7.800000000E1,7.659999728E-1,1.909999996E-1,1.149199963E1
7.900000000E1,-4.210000038E-1,1.378999949E0,1.110900021E1
8.000000000E1,-5.740000010E-1,1.149000049E0,1.064900017E1
8.100000000E1,-3.440000117E-1,7.269999981E-1,9.920999527E0
8.200000000E1,2.680000067E-1,7.269999981E-1,7.660999775E0
8.300000000E1,1.909999996E-1,-2.290000021E-1,9.270000458E0
8.400000000E1,-1.140000001E-1,-9.570000172E-1,1.099400043E1
8.500000000E1,1.140000001E-1,1.140000001E-1,1.206700039E1
8.600000000E1,8.809999824E-1,9.190000296E-1,1.229699993E1
8.700000001E1,3.829999864E-1,1.952999949E0,9.692000389E0
8.800000001E1,2.290000021E-1,6.510000229E-1,9.692000389E0
8.900000001E1,1.140000001E-1,1.187000036E0,8.005999565E0
9.000000001E1,-3.440000117E-1,5.740000010E-1,9.347000122E0
9.100000001E1,8.420000076E-1,8.420000076E-1,9.232000351E0
9.200000001E1,3.799999878E-2,1.723000050E0,1.084099960E1
9.300000001E1,0.000000000E0,2.068000078E0,9.845000267E0
9.400000001E1,-1.140000001E-1,1.187000036E0,8.772000313E0
9.500000001E1,1.909999996E-1,1.149000049E0,7.853000164E0
9.600000001E1,7.599999756E-2,2.290000021E-1,8.350999832E0
9.700000001E1,-8.040000200E-1,1.264000058E0,1.118599987E1
9.800000001E1,1.529999971E-1,1.302000046E0,1.237300014E1
9.900000001E1,0.000000000E0,1.914999962E0,9.767999649E0
1.000000000E2,1.140000001E-1,1.646999955E0,7.660999775E0
1.010000000E2,-3.799999878E-2,9.190000296E-1,7.277999878E0
1.020000000E2,6.890000105E-1,-4.210000038E-1,9.232000351E0
1.030000000E2,6.510000229E-1,-4.210000038E-1,1.107100010E1
1.040000000E2,1.909999996E-1,1.072000027E0,1.160700035E1
1.050000000E2,-7.599999756E-2,1.991999984E0,9.232000351E0
1.060000000E2,-3.799999878E-2,1.264000058E0,8.541999817E0
1.070000000E2,0.000000000E0,1.378999949E0,7.163000107E0
1.080000000E2,-5.360000134E-1,-2.290000021E-1,9.614999771E0
1.090000000E2,-6.119999886E-1,-1.110000014E0,9.920999527E0
1.100000000E2,-7.269999981E-1,4.979999959E-1,1.041899967E1
1.110000000E2,-8.420000076E-1,-7.269999981E-1,1.313899994E1
1.120000000E2,-7.269999981E-1,1.302000046E0,1.149199963E1
1.130000000E2,3.059999943E-1,1.876999974E0,9.116999626E0
1.140000000E2,-1.909999996E-1,1.799999952E0,8.350999832E0
1.150000000E2,-1.529999971E-1,1.378999949E0,8.159000397E0
1.160000000E2,1.529999971E-1,-3.799999878E-2,9.270000458E0
1.170000000E2,9.190000296E-1,4.210000038E-1,9.767999649E0
1.180000000E2,3.829999864E-1,1.072000027E0,1.118599987E1
1.190000000E2,-1.140000001E-1,1.417000055E0,1.114700031E1
1.200000000E2,-1.140000001E-1,1.608000040E0,8.925000191E0
1.210000000E2,-2.290000021E-1,1.340000033E0,8.581000328E0
1.220000000E2,-3.799999878E-2,9.190000296E-1,7.431000233E0
1.230000000E2,-8.809999824E-1,3.829999864E-1,8.465999603E0
1.240000000E2,3.059999943E-1,-3.059999943E-1,8.772000313E0
1.250000000E2,3.059999943E-1,-1.187000036E0,1.176000023E1
1.260000000E2,4.589999914E-1,9.570000172E-1,1.099400043E1
1.270000000E2,4.210000038E-1,1.034000039E0,1.057299995E1
1.280000000E2,1.529999971E-1,4.589999914E-1,1.011299992E1
1.290000000E2,1.909999996E-1,1.149000049E0,8.121000290E0
1.300000000E2,3.829999864E-1,-1.529999971E-1,8.772000313E0
1.310000000E2,6.510000229E-1,5.360000134E-1,8.427000046E0
1.320000000E2,3.799999878E-2,-1.034000039E0,1.183699989E1
1.330000000E2,4.210000038E-1,1.225000024E0,1.011299992E1
1.340000000E2,2.680000067E-1,9.959999919E-1,1.080300045E1
1.350000000E2,2.680000067E-1,6.890000105E-1,9.538000107E0
1.360000000E2,3.440000117E-1,2.680000067E-1,8.236000061E0
1.370000000E2,-3.440000117E-1,-2.290000021E-1,8.541999817E0
1.380000000E2,-2.290000021E-1,7.269999981E-1,7.853000164E0
1.390000000E2,-1.378999949E0,-7.599999756E-2,1.137699986E1
1.400000000E2,-3.799999878E-2,-3.059999943E-1,1.214299965E1
1.410000000E2,1.140000001E-1,8.809999824E-1,1.064900017E1
1.420000000E2,3.799999878E-2,1.149000049E0,9.767999649E0
1.430000000E2,-7.599999756E-2,7.659999728E-1,9.423000336E0
1.440000000E2,-6.890000105E-1,1.187000036E0,7.776000023E0
1.450000000E2,1.909999996E-1,-4.979999959E-1,9.079000473E0
1.460000000E2,4.210000038E-1,1.455000043E0,8.887000084E0
1.470000000E2,-2.680000067E-1,1.140000001E-1,1.164500046E1
1.480000000E2,-8.420000076E-1,2.335999966E0,1.076399994E1
1.490000000E2,-6.510000229E-1,1.684999943E0,1.107100010E1
1.500000000E2,-7.599999756E-2,1.225000024E0,9.116999626E0
1.510000000E2,-3.059999943E-1,9.190000296E-1,8.541999817E0
1.520000000E2,-1.529999971E-1,5.740000010E-1,8.541999817E0
1.530000000E2,-3.829999864E-1,-3.440000117E-1,1.041899967E1
1.540000000E2,-8.420000076E-1,1.302000046E0,1.080300045E1
1.550000000E2,2.680000067E-1,1.072000027E0,1.103199959E1
1.560000000E2,0.000000000E0,1.149000049E0,9.883000374E0
1.570000000E2,-3.829999864E-1,1.570000052E0,8.734000206E0
1.580000000E2,1.909999996E-1,7.659999728E-1,7.853000164E0
1.590000000E2,3.829999864E-1,-1.909999996E-1,9.232000351E0
1.600000000E2,6.119999886E-1,-1.140000001E-1,1.053400040E1
1.610000000E2,2.680000067E-1,9.190000296E-1,1.149199963E1
1.620000000E2,0.000000000E0,1.264000058E0,1.015100002E1
1.630000000E2,3.829999864E-1,1.187000036E0,8.656999588E0
1.640000000E2,3.829999864E-1,7.269999981E-1,7.776000023E0
1.650000000E2,-3.059999943E-1,3.799999878E-2,7.928999901E0
1.660000000E2,-4.210000038E-1,-7.269999981E-1,1.087899971E1
1.670000000E2,7.599999756E-2,1.072000027E0,1.061100006E1
1.680000000E2,1.140000001E-1,1.531999946E0,1.064900017E1
1.690000000E2,3.059999943E-1,8.040000200E-1,9.039999962E0
1.700000000E2,-3.440000117E-1,1.302000046E0,7.355000019E0
1.710000000E2,9.959999919E-1,4.589999914E-1,8.465999603E0
1.720000000E2,-1.140000001E-1,4.210000038E-1,1.022799969E1
1.730000000E2,-4.979999959E-1,1.646999955E0,1.076399994E1
1.740000000E2,-4.979999959E-1,1.991999984E0,1.068799973E1
1.750000000E2,3.799999878E-2,1.264000058E0,8.619000435E0
1.760000000E2,-1.529999971E-1,1.264000058E0,7.776000023E0
1.770000000E2,0.000000000E0,-1.529999971E-1,8.312000275E0
1.780000000E2,4.589999914E-1,5.740000010E-1,7.737999916E0
1.790000000E2,-4.979999959E-1,-7.599999756E-2,8.274000168E0
1.800000000E2,-7.269999981E-1,2.290000021E-1,1.003600025E1
1.810000000E2,-7.269999981E-1,4.979999959E-1,1.114700031E1
1.820000000E2,1.140000001E-1,1.493999958E0,1.099400043E1
1.830000000E2,4.589999914E-1,1.225000024E0,1.114700031E1
1.840000000E2,6.119999886E-1,4.979999959E-1,9.652999878E0
1.850000000E2,7.599999756E-2,1.110000014E0,8.236000061E0
1.860000000E2,1.909999996E-1,6.510000229E-1,7.163000107E0
1.870000000E2,2.680000067E-1,-6.890000105E-1,9.001999855E0
1.880000000E2,1.149000049E0,-1.909999996E-1,9.154999733E0
1.890000000E2,2.680000067E-1,0.000000000E0,1.049600029E1
1.900000000E2,-3.829999864E-1,0.000000000E0,1.206700039E1
1.910000000E2,-2.290000021E-1,9.959999919E-1,1.076399994E1
1.920000000E2,-7.599999756E-2,9.190000296E-1,1.034300041E1
1.930000000E2,1.909999996E-1,6.890000105E-1,8.388999939E0
1.940000000E2,-2.680000067E-1,7.269999981E-1,7.776000023E0
1.950000000E2,-1.529999971E-1,-3.799999878E-2,8.656999588E0
1.960000000E2,-1.110000014E0,8.420000076E-1,1.045800018E1
1.970000000E2,-1.034000039E0,7.599999756E-2,1.252600002E1
1.980000000E2,2.290000021E-1,1.838000059E0,1.168400002E1
1.990000000E2,1.909999996E-1,1.570000052E0,9.998000145E0
2.000000000E2,-2.290000021E-1,1.570000052E0,8.810000420E0
2.010000000E2,-3.440000117E-1,1.417000055E0,7.431000233E0
2.020000000E2,-4.589999914E-1,1.340000033E0,7.277999878E0
2.030000000E2,1.110000014E0,1.529999971E-1,8.427000046E0
2.040000000E2,2.680000067E-1,4.589999914E-1,1.061100006E1
2.050000000E2,-5.740000010E-1,8.040000200E-1,1.114700031E1
2.060000000E2,-2.680000067E-1,1.072000027E0,9.729999542E0
2.070000000E2,-1.378999949E0,-2.680000067E-1,1.072599983E1
2.080000000E2,4.589999914E-1,1.264000058E0,9.232000351E0
2.090000000E2,2.680000067E-1,1.140000001E-1,8.159000397E0
2.100000000E2,-7.269999981E-1,2.068000078E0,1.107100010E1
2.110000000E2,-1.529999971E-1,1.608000040E0,1.007499981E1
2.120000000E2,7.269999981E-1,1.455000043E0,8.696000099E0
2.130000000E2,1.529999971E-1,1.608000040E0,6.664999962E0
2.140000000E2,-7.599999756E-2,7.269999981E-1,7.393000126E0
2.150000000E2,-1.149000049E0,1.340000033E0,1.141499996E1
2.160000000E2,4.210000038E-1,2.490000010E0,1.084099960E1
2.170000000E2,-7.599999756E-2,2.375000000E0,9.729999542E0
2.180000000E2,-2.680000067E-1,2.144999981E0,8.043999672E0
2.190000000E2,6.510000229E-1,2.290000021E-1,9.614999771E0
2.200000000E2,3.799999878E-2,7.659999728E-1,9.652999878E0
2.210000000E2,-1.034000039E0,1.340000033E0,1.214299965E1
2.220000000E2,-1.991999984E0,2.565999985E0,1.007499981E1
2.230000000E2,-6.119999886E-1,1.302000046E0,8.810000420E0
2.240000000E2,-9.190000296E-1,1.529999971E-1,8.925000191E0
2.250000000E2,-8.809999824E-1,-6.510000229E-1,9.116999626E0
