"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (m)"
4.230971423E1,-1.193217500E1,-7.707740500E1,9.457559939E1,9.625305533E-1,1.584199982E2,2.799999952E0,0.000000000E0
4.330969777E1,-1.193218500E1,-7.707740167E1,9.457560979E1,9.980463982E-1,1.600000000E2,2.799999952E0,0.000000000E0
4.430976046E1,-1.193219333E1,-7.707739500E1,9.457557520E1,9.692219496E-1,1.555399933E2,2.799999952E0,0.000000000E0
4.531172085E1,-1.193220000E1,-7.707739333E1,9.457558832E1,9.440005422E-1,1.588800049E2,2.799999952E0,0.000000000E0
4.631033323E1,-1.193221167E1,-7.707738333E1,9.457553248E1,1.174081445E0,1.528099976E2,2.799999952E0,0.000000000E0
4.730984162E1,-1.193222000E1,-7.707738333E1,9.447557204E1,1.075769424E0,1.566399994E2,2.799999952E0,0.000000000E0
4.830992416E1,-1.193222667E1,-7.707738000E1,9.447556662E1,1.028414965E0,1.561399994E2,2.799999952E0,0.000000000E0
4.931453670E1,-1.193223667E1,-7.707737667E1,9.447557702E1,1.049518585E0,1.594100037E2,2.799999952E0,0.000000000E0
5.031218300E1,-1.193224167E1,-7.707737667E1,9.447560075E1,9.357650280E-1,1.593099976E2,2.700000048E0,0.000000000E0
5.131151493E1,-1.193225000E1,-7.707737167E1,9.437558471E1,9.954727888E-1,1.607500000E2,2.799999952E0,0.000000000E0
5.230992546E1,-1.193225833E1,-7.707736833E1,9.437558719E1,1.021208882E0,1.595700073E2,2.799999952E0,0.000000000E0
5.331895039E1,-1.193226500E1,-7.707736667E1,9.437560031E1,1.004223108E0,1.603800049E2,2.799999952E0,0.000000000E0
