"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (m)"
2.095458114E2,-1.193601667E1,-7.707656333E1,8.258447627E1,7.396558523E-1,8.170999908E1,2.299999952E0,0.000000000E0
2.105451043E2,-1.193601667E1,-7.707655500E1,8.238438358E1,8.117169738E-1,6.938999939E1,2.299999952E0,0.000000000E0
2.115496446E2,-1.193601833E1,-7.707654500E1,8.218428028E1,9.007638693E-1,7.783000183E1,2.299999952E0,0.000000000E0
2.125453549E2,-1.193601667E1,-7.707653500E1,8.198416115E1,9.790016413E-1,6.987000275E1,2.299999952E0,0.000000000E0
2.135466749E2,-1.193601500E1,-7.707652667E1,8.178406055E1,9.522361159E-1,6.741000366E1,2.299999952E0,0.000000000E0
2.145450730E2,-1.193601333E1,-7.707651833E1,8.158395996E1,1.004737735E0,6.869999695E1,2.299999952E0,0.000000000E0
2.155405698E2,-1.193601167E1,-7.707650833E1,8.138384083E1,9.393680692E-1,7.730999756E1,2.299999952E0,0.000000000E0
2.165465402E2,-1.193601000E1,-7.707650000E1,8.108374023E1,9.434858561E-1,8.076000214E1,2.299999952E0,0.000000000E0
2.175467082E2,-1.193600833E1,-7.707649000E1,8.108362110E1,9.450299740E-1,7.658999634E1,2.299999952E0,0.000000000E0
2.185452831E2,-1.193600667E1,-7.707648000E1,8.098350197E1,9.841488600E-1,7.605999756E1,2.299999952E0,0.000000000E0
2.195470174E2,-1.193600333E1,-7.707646833E1,8.088335639E1,1.062386632E0,7.419999695E1,2.299999952E0,0.000000000E0
2.205446179E2,-1.193599833E1,-7.707645833E1,8.078322144E1,1.072166443E0,6.934999847E1,2.299999952E0,0.000000000E0
2.215451102E2,-1.193599667E1,-7.707644667E1,8.058308377E1,1.081946135E0,7.000000000E1,2.299999952E0,0.000000000E0
2.225449431E2,-1.193599167E1,-7.707644000E1,8.028298589E1,1.015546918E0,6.797000122E1,2.299999952E0,0.000000000E0
2.235463002E2,-1.193598667E1,-7.707642833E1,8.008283240E1,1.097387791E0,6.851000214E1,2.299999952E0,0.000000000E0
2.245452076E2,-1.193598333E1,-7.707641667E1,7.988268682E1,1.058783650E0,7.040000153E1,2.299999952E0,0.000000000E0
2.255467289E2,-1.193598167E1,-7.707641000E1,7.958260476E1,9.501771927E-1,7.183999634E1,2.299999952E0,0.000000000E0
2.265469213E2,-1.193597833E1,-7.707640000E1,7.928247772E1,1.002678871E0,7.004000092E1,2.400000095E0,0.000000000E0
2.275469289E2,-1.193597500E1,-7.707639333E1,7.898238774E1,1.010399699E0,6.138000107E1,2.400000095E0,0.000000000E0
2.285452722E2,-1.193597167E1,-7.707638333E1,7.858226070E1,1.000620008E0,6.437000275E1,2.500000000E0,0.000000000E0
2.295475149E2,-1.193596667E1,-7.707637333E1,7.818212575E1,1.063416123E0,6.869999695E1,2.500000000E0,0.000000000E0
2.305466341E2,-1.193596333E1,-7.707636167E1,7.768198017E1,1.114373565E0,6.677999878E1,2.500000000E0,0.000000000E0
2.315456517E2,-1.193595833E1,-7.707635500E1,7.728188228E1,1.031503320E0,6.677999878E1,2.500000000E0,0.000000000E0
2.325438714E2,-1.193595833E1,-7.707634500E1,7.708177107E1,1.045915604E0,7.030999756E1,2.500000000E0,0.000000000E0
2.335437982E2,-1.193595667E1,-7.707633500E1,7.688165193E1,1.053121686E0,7.497000122E1,2.500000000E0,0.000000000E0
2.345452984E2,-1.193595833E1,-7.707633000E1,7.668160424E1,9.424563646E-1,7.733999634E1,2.500000000E0,0.000000000E0
2.355409602E2,-1.193595333E1,-7.707632333E1,7.668150636E1,1.004737735E0,7.638999939E1,2.500000000E0,0.000000000E0
2.365458909E2,-1.193595000E1,-7.707631500E1,7.658139785E1,1.012458563E0,7.855000305E1,2.500000000E0,0.000000000E0
2.375458532E2,-1.193594500E1,-7.707630333E1,7.648124436E1,1.082460880E0,7.898999786E1,2.500000000E0,0.000000000E0
2.385452162E2,-1.193594167E1,-7.707629000E1,7.648108024E1,1.124153376E0,7.655999756E1,2.500000000E0,0.000000000E0
2.395451399E2,-1.193593500E1,-7.707628000E1,7.628093737E1,1.127241611E0,7.134999847E1,2.500000000E0,0.000000000E0
2.405484324E2,-1.193593000E1,-7.707626833E1,7.628078388E1,1.131874204E0,7.154000092E1,2.400000095E0,0.000000000E0
2.415483496E2,-1.193592500E1,-7.707625833E1,7.618064893E1,1.058268905E0,7.190000153E1,2.400000095E0,0.000000000E0
2.425452189E2,-1.193592167E1,-7.707624833E1,7.618052188E1,1.038709402E0,7.741999817E1,2.400000095E0,0.000000000E0
2.435453183E2,-1.193591667E1,-7.707623500E1,7.618034985E1,1.096873045E0,7.272000122E1,2.400000095E0,0.000000000E0
2.445466586E2,-1.193591667E1,-7.707622333E1,7.628022010E1,1.059298277E0,8.368000031E1,2.400000095E0,0.000000000E0
2.455465128E2,-1.193591333E1,-7.707621000E1,7.628005598E1,1.171507835E0,8.412000275E1,2.400000095E0,0.000000000E0
2.465450406E2,-1.193591167E1,-7.707619833E1,7.617991832E1,1.176655054E0,8.465000153E1,2.500000000E0,0.000000000E0
2.475468046E2,-1.193590833E1,-7.707619167E1,7.617982835E1,1.007826090E0,7.209999847E1,2.500000000E0,0.000000000E0
2.485469139E2,-1.193590333E1,-7.707617833E1,7.617965632E1,1.086063862E0,6.962999725E1,2.400000095E0,0.000000000E0
2.495467509E2,-1.193589833E1,-7.707616833E1,7.607952136E1,1.036135793E0,6.644999695E1,2.400000095E0,0.000000000E0
2.505451459E2,-1.193589500E1,-7.707615500E1,7.607935724E1,1.094814181E0,6.734999847E1,2.400000095E0,0.000000000E0
2.515445407E2,-1.193589167E1,-7.707614333E1,7.627921167E1,1.132388830E0,6.759999847E1,2.400000095E0,0.000000000E0
2.525466012E2,-1.193589000E1,-7.707613333E1,7.627909253E1,1.066504478E0,7.219999695E1,2.400000095E0,0.000000000E0
2.535474608E2,-1.193588833E1,-7.707611833E1,7.637891779E1,1.149889469E0,7.681999969E1,2.400000095E0,0.000000000E0
2.545450900E2,-1.193588500E1,-7.707610833E1,7.637879075E1,1.134447813E0,7.098000336E1,2.400000095E0,0.000000000E0
2.555468633E2,-1.193588000E1,-7.707610000E1,7.647867433E1,1.105108619E0,7.058000183E1,2.400000095E0,0.000000000E0
2.565465895E2,-1.193587500E1,-7.707608667E1,7.657850230E1,1.113858938E0,7.266999817E1,2.400000095E0,0.000000000E0
2.575451502E2,-1.193587167E1,-7.707607500E1,7.667835672E1,1.162757516E0,7.502999878E1,2.400000095E0,0.000000000E0
2.585453495E2,-1.193586833E1,-7.707606500E1,7.667822968E1,1.121065021E0,7.530999756E1,2.400000095E0,0.000000000E0
2.595473575E2,-1.193586500E1,-7.707605167E1,7.677806556E1,1.181802273E0,7.698000336E1,2.400000095E0,0.000000000E0
2.605452514E2,-1.193586167E1,-7.707604333E1,7.677795706E1,1.097902536E0,6.943000031E1,2.400000095E0,0.000000000E0
2.615453583E2,-1.193585833E1,-7.707603333E1,7.687783001E1,1.143712759E0,7.019999695E1,2.400000095E0,0.000000000E0
2.625465969E2,-1.193585500E1,-7.707602500E1,7.687772151E1,1.080401897E0,6.931999969E1,2.400000095E0,0.000000000E0
2.635413833E2,-1.193585000E1,-7.707601500E1,7.687758655E1,1.110770583E0,6.687000275E1,2.400000095E0,0.000000000E0
2.645411536E2,-1.193584667E1,-7.707600667E1,7.697747804E1,1.116432548E0,6.519000244E1,2.400000095E0,0.000000000E0
2.655467826E2,-1.193584333E1,-7.707599667E1,7.697735100E1,1.082975507E0,6.823999786E1,2.400000095E0,0.000000000E0
2.665454596E2,-1.193584000E1,-7.707598667E1,7.697722396E1,1.089152217E0,7.326000214E1,2.400000095E0,0.000000000E0
2.675458142E2,-1.193583833E1,-7.707597833E1,7.707712336E1,1.069592834E0,7.633999634E1,2.400000095E0,0.000000000E0
2.685451357E2,-1.193583667E1,-7.707596667E1,7.707698570E1,1.121065021E0,7.981999969E1,2.400000095E0,0.000000000E0
2.695452146E2,-1.193583500E1,-7.707595667E1,7.707686657E1,1.117976665E0,8.108999634E1,2.400000095E0,0.000000000E0
2.705453629E2,-1.193583333E1,-7.707594833E1,7.717676597E1,1.126726985E0,7.747000122E1,2.400000095E0,0.000000000E0
2.715467662E2,-1.193583000E1,-7.707593833E1,7.717663893E1,1.128785849E0,7.512000275E1,2.400000095E0,0.000000000E0
2.725450990E2,-1.193582667E1,-7.707592667E1,7.717649335E1,1.147315860E0,7.277999878E1,2.400000095E0,0.000000000E0
2.735456474E2,-1.193582167E1,-7.707591667E1,7.717635839E1,1.131359458E0,7.352999878E1,2.400000095E0,0.000000000E0
2.745453617E2,-1.193581833E1,-7.707590667E1,7.717623135E1,1.120550275E0,7.343000031E1,2.400000095E0,0.000000000E0
2.755451935E2,-1.193581500E1,-7.707589667E1,7.727610431E1,1.102020264E0,7.588999939E1,2.400000095E0,0.000000000E0
2.765406566E2,-1.193581167E1,-7.707588667E1,7.727597726E1,1.113858938E0,7.606999969E1,2.400000095E0,0.000000000E0
2.775485819E2,-1.193580833E1,-7.707587833E1,7.727586876E1,1.065989733E0,7.386000061E1,2.400000095E0,0.000000000E0
2.785468439E2,-1.193580667E1,-7.707586500E1,7.737571255E1,1.155551434E0,7.547000122E1,2.400000095E0,0.000000000E0
2.795509969E2,-1.193580500E1,-7.707585667E1,7.737561196E1,1.114888310E0,7.665000153E1,2.400000095E0,0.000000000E0
2.805449760E2,-1.193580333E1,-7.707584667E1,7.747549283E1,1.094299436E0,7.593000031E1,2.500000000E0,0.000000000E0
2.815464604E2,-1.193580167E1,-7.707583333E1,7.737533662E1,1.181287527E0,7.619999695E1,2.500000000E0,0.000000000E0
2.825465241E2,-1.193580000E1,-7.707582667E1,7.757525456E1,1.092240572E0,7.179000092E1,2.500000000E0,0.000000000E0
2.835476220E2,-1.193580167E1,-7.707582000E1,7.787518833E1,1.022753000E0,7.644000244E1,2.500000000E0,0.000000000E0
2.845450418E2,-1.193580000E1,-7.707581000E1,7.797506920E1,1.118491411E0,7.888999939E1,2.500000000E0,0.000000000E0
2.855453072E2,-1.193580000E1,-7.707580167E1,7.807497652E1,9.707661271E-1,8.276999664E1,2.500000000E0,0.000000000E0
2.865471942E2,-1.193580000E1,-7.707579333E1,7.827488384E1,9.666483402E-1,8.354000092E1,2.500000000E0,0.000000000E0
2.875447252E2,-1.193579833E1,-7.707578167E1,7.827474617E1,1.042312503E0,8.161000061E1,2.500000000E0,0.000000000E0
2.885453386E2,-1.193579667E1,-7.707577333E1,7.847464557E1,9.687072039E-1,7.730000305E1,2.500000000E0,0.000000000E0
2.895464658E2,-1.193579500E1,-7.707576500E1,7.867454498E1,1.015032172E0,7.486000061E1,2.599999905E0,0.000000000E0
2.905450481E2,-1.193579500E1,-7.707575833E1,7.877447083E1,9.790016413E-1,7.290000153E1,2.599999905E0,0.000000000E0
2.915422014E2,-1.193579333E1,-7.707575167E1,7.887438878E1,9.753986001E-1,7.230999756E1,2.500000000E0,0.000000000E0
2.925469121E2,-1.193579333E1,-7.707574167E1,7.897427756E1,1.003708363E0,7.683000183E1,2.500000000E0,0.000000000E0
2.935450584E2,-1.193579167E1,-7.707573333E1,7.907417696E1,9.882666469E-1,7.361000061E1,2.500000000E0,0.000000000E0
2.945466311E2,-1.193579000E1,-7.707572167E1,7.907403930E1,1.030988574E0,7.802999878E1,2.500000000E0,0.000000000E0
2.955490034E2,-1.193578833E1,-7.707571500E1,7.917395724E1,8.976755738E-1,7.816000366E1,2.500000000E0,0.000000000E0
2.965487191E2,-1.193578667E1,-7.707570667E1,7.917385664E1,8.770866394E-1,7.895999908E1,2.500000000E0,0.000000000E0
2.975443055E2,-1.193578500E1,-7.707569667E1,7.937373751E1,8.945872188E-1,7.045999908E1,2.500000000E0,0.000000000E0
2.985438982E2,-1.193578333E1,-7.707568667E1,7.947361838E1,9.244410992E-1,7.316000366E1,2.500000000E0,0.000000000E0
2.995440223E2,-1.193578167E1,-7.707567500E1,7.967348071E1,1.012458563E0,6.926999664E1,2.500000000E0,0.000000000E0
3.005439937E2,-1.193578000E1,-7.707566500E1,7.977336158E1,9.609863758E-1,7.444999695E1,2.400000095E0,0.000000000E0
3.015458236E2,-1.193578000E1,-7.707565833E1,7.987328744E1,8.302469254E-1,7.756999969E1,2.400000095E0,0.000000000E0
3.025438876E2,-1.193577833E1,-7.707565000E1,7.997318684E1,8.266438842E-1,7.948000336E1,2.400000095E0,0.000000000E0
3.035442699E2,-1.193578000E1,-7.707564000E1,8.007308354E1,8.776013851E-1,9.005999756E1,2.400000095E0,0.000000000E0
3.045440917E2,-1.193578000E1,-7.707563500E1,8.017302793E1,7.221552730E-1,8.748000336E1,2.400000095E0,0.000000000E0
3.055438839E2,-1.193578167E1,-7.707563000E1,8.027298023E1,7.082577944E-1,8.823000336E1,2.400000095E0,0.000000000E0
3.065439436E2,-1.193578000E1,-7.707562167E1,8.037287964E1,7.700244188E-1,8.726999664E1,2.400000095E0,0.000000000E0
3.075462702E2,-1.193578000E1,-7.707561333E1,8.047278695E1,8.441444635E-1,8.416000366E1,2.400000095E0,0.000000000E0
3.085441316E2,-1.193578000E1,-7.707560500E1,8.057269427E1,8.631891608E-1,8.276000214E1,2.400000095E0,0.000000000E0
3.095457921E2,-1.193577833E1,-7.707560000E1,8.067263075E1,7.463472486E-1,8.044000244E1,2.400000095E0,0.000000000E0
3.105439011E2,-1.193577833E1,-7.707559000E1,8.077251953E1,8.400266767E-1,8.648000336E1,2.400000095E0,0.000000000E0
3.115439768E2,-1.193577667E1,-7.707558000E1,8.087240040E1,9.126024842E-1,8.687999725E1,2.400000095E0,0.000000000E0
3.125449457E2,-1.193577500E1,-7.707557000E1,8.097228127E1,9.604716897E-1,8.388999939E1,2.400000095E0,0.000000000E0
3.135464796E2,-1.193577167E1,-7.707555667E1,8.117211715E1,1.043341994E0,7.630000305E1,2.400000095E0,0.000000000E0
3.145441548E2,-1.193577000E1,-7.707554833E1,8.127201656E1,1.009370327E0,7.970999908E1,2.400000095E0,0.000000000E0
3.155447889E2,-1.193576500E1,-7.707553333E1,8.127182599E1,1.154521942E0,7.544000244E1,2.500000000E0,0.000000000E0
3.165438732E2,-1.193576167E1,-7.707552333E1,8.137169895E1,1.076798916E0,7.619999695E1,2.500000000E0,0.000000000E0
3.175449179E2,-1.193575833E1,-7.707551500E1,8.147159044E1,9.928991795E-1,7.758999634E1,2.500000000E0,0.000000000E0
3.185439916E2,-1.193575500E1,-7.707550500E1,8.147146340E1,1.014002800E0,7.427999878E1,2.500000000E0,0.000000000E0
3.195465177E2,-1.193575000E1,-7.707549167E1,8.157129137E1,1.068563342E0,7.333999634E1,2.500000000E0,0.000000000E0
3.205438704E2,-1.193575000E1,-7.707548333E1,8.167119869E1,9.908402562E-1,8.087000275E1,2.500000000E0,0.000000000E0
3.215452459E2,-1.193574833E1,-7.707547167E1,8.167106102E1,1.042827249E0,8.383000183E1,2.500000000E0,0.000000000E0
3.225434561E2,-1.193574667E1,-7.707545833E1,8.167090482E1,1.095328927E0,8.243000031E1,2.500000000E0,0.000000000E0
3.235438385E2,-1.193574500E1,-7.707544833E1,8.167078569E1,1.094299436E0,8.413999939E1,2.500000000E0,0.000000000E0
3.245450771E2,-1.193574500E1,-7.707544000E1,8.177069300E1,1.033047557E0,8.915000153E1,2.599999905E0,0.000000000E0
3.255470639E2,-1.193574000E1,-7.707542167E1,8.167046537E1,1.194670320E0,7.925000000E1,2.599999905E0,0.000000000E0
3.265438454E2,-1.193574000E1,-7.707541333E1,8.167037268E1,1.039738894E0,8.129000092E1,2.599999905E0,0.000000000E0
3.275447039E2,-1.193574000E1,-7.707540333E1,8.167026147E1,1.043856621E0,8.343000031E1,2.599999905E0,0.000000000E0
3.285439392E2,-1.193574000E1,-7.707539000E1,8.167011317E1,1.105108619E0,8.538999939E1,2.599999905E0,0.000000000E0
3.295441875E2,-1.193574000E1,-7.707537833E1,8.166998342E1,1.094299436E0,8.648000336E1,2.599999905E0,0.000000000E0
3.305447746E2,-1.193573833E1,-7.707536333E1,8.176980868E1,1.243568897E0,8.458999634E1,2.599999905E0,0.000000000E0
3.315464786E2,-1.193573833E1,-7.707535000E1,8.176966039E1,1.342395544E0,8.687999725E1,2.599999905E0,0.000000000E0
3.325440356E2,-1.193573833E1,-7.707534000E1,8.176954917E1,1.292982221E0,8.698999786E1,2.599999905E0,0.000000000E0
3.335435139E2,-1.193573833E1,-7.707533167E1,8.176945649E1,1.202391148E0,8.758999634E1,2.599999905E0,0.000000000E0
3.345439888E2,-1.193573667E1,-7.707532167E1,8.186933736E1,1.191067219E0,8.680000305E1,2.599999905E0,0.000000000E0
3.355440323E2,-1.193573333E1,-7.707531000E1,8.186919178E1,1.176655054E0,8.122000122E1,2.700000048E0,0.000000000E0
3.365452027E2,-1.193573333E1,-7.707529833E1,8.186906202E1,1.240995288E0,8.358000183E1,2.700000048E0,0.000000000E0
3.375458504E2,-1.193573000E1,-7.707528833E1,8.186893498E1,1.219376922E0,8.133000183E1,2.700000048E0,0.000000000E0
3.385440364E2,-1.193572667E1,-7.707528000E1,8.196882647E1,1.120550275E0,8.062999725E1,2.700000048E0,0.000000000E0
3.395438783E2,-1.193572167E1,-7.707527167E1,8.196871005E1,1.085034490E0,7.655000305E1,2.700000048E0,0.000000000E0
3.405440678E2,-1.193571833E1,-7.707526333E1,8.196860154E1,1.053121686E0,7.766000366E1,2.799999952E0,0.000000000E0
3.415440423E2,-1.193571833E1,-7.707525667E1,8.206852740E1,8.806897402E-1,7.976000214E1,2.799999952E0,0.000000000E0
3.425442686E2,-1.193572000E1,-7.707524833E1,8.216844263E1,9.259852767E-1,9.054000092E1,2.799999952E0,0.000000000E0
3.435470592E2,-1.193572167E1,-7.707523667E1,8.226832079E1,9.687072039E-1,9.404000092E1,2.799999952E0,0.000000000E0
3.445450936E2,-1.193572167E1,-7.707522667E1,8.226820957E1,1.027900219E0,9.230000305E1,2.799999952E0,0.000000000E0
3.455439451E2,-1.193572333E1,-7.707521667E1,8.236810626E1,9.692219496E-1,9.391000366E1,2.799999952E0,0.000000000E0
3.465440754E2,-1.193572333E1,-7.707520667E1,8.236799504E1,1.022238374E0,9.533000183E1,2.799999952E0,0.000000000E0
3.475393542E2,-1.193572333E1,-7.707519667E1,8.236788382E1,9.959874749E-1,9.401999664E1,2.799999952E0,0.000000000E0
3.485446697E2,-1.193572000E1,-7.707518667E1,8.246775678E1,9.959874749E-1,8.701000214E1,2.799999952E0,0.000000000E0
3.495461865E2,-1.193571500E1,-7.707517333E1,8.246758475E1,1.175110817E0,8.108000183E1,2.799999952E0,0.000000000E0
3.505440589E2,-1.193571000E1,-7.707516000E1,8.256741272E1,1.226583004E0,7.812000275E1,2.799999952E0,0.000000000E0
3.515453792E2,-1.193570833E1,-7.707515000E1,8.266729359E1,1.146286368E0,8.063999939E1,2.799999952E0,0.000000000E0
3.525437765E2,-1.193570833E1,-7.707513667E1,8.266714530E1,1.151948333E0,8.580999756E1,2.799999952E0,0.000000000E0
3.535439993E2,-1.193570500E1,-7.707512667E1,8.276701826E1,1.087093353E0,8.150000000E1,2.799999952E0,0.000000000E0
3.545439374E2,-1.193570500E1,-7.707512000E1,8.286694411E1,9.748839140E-1,8.333999634E1,2.900000095E0,0.000000000E0
3.555461044E2,-1.193570667E1,-7.707510667E1,8.296680373E1,1.079372525E0,8.751999664E1,2.900000095E0,0.000000000E0
3.565440983E2,-1.193570333E1,-7.707509333E1,8.306663962E1,1.158639669E0,8.237999725E1,2.900000095E0,0.000000000E0
3.575500501E2,-1.193570000E1,-7.707508167E1,8.326649404E1,1.169963598E0,7.841999817E1,2.900000095E0,0.000000000E0
3.585449591E2,-1.193569667E1,-7.707507000E1,8.336634846E1,1.223494768E0,7.883999634E1,2.900000095E0,0.000000000E0
3.595447269E2,-1.193569667E1,-7.707506167E1,8.366625577E1,1.210111976E0,7.758000183E1,2.900000095E0,0.000000000E0
3.605439871E2,-1.193569667E1,-7.707505333E1,8.386616309E1,1.072681069E0,8.166999817E1,2.900000095E0,0.000000000E0
3.615461142E2,-1.193569333E1,-7.707504500E1,8.406605458E1,1.097902536E0,7.968000031E1,2.900000095E0,0.000000000E0
3.625435067E2,-1.193569000E1,-7.707504000E1,8.416598315E1,9.923844337E-1,7.812999725E1,2.900000095E0,0.000000000E0
3.635442598E2,-1.193568833E1,-7.707503167E1,8.426588255E1,1.068563342E0,7.616999817E1,2.900000095E0,0.000000000E0
3.645451534E2,-1.193568833E1,-7.707502333E1,8.436578987E1,1.052606940E0,7.991999817E1,2.900000095E0,0.000000000E0
3.655450970E2,-1.193568833E1,-7.707501500E1,8.456569719E1,9.733397365E-1,8.059999847E1,2.900000095E0,0.000000000E0
3.665438672E2,-1.193568667E1,-7.707500833E1,8.456561513E1,9.151760936E-1,7.993000031E1,2.900000095E0,0.000000000E0
3.675454451E2,-1.193568667E1,-7.707499333E1,8.456544830E1,1.079372525E0,8.155999756E1,2.900000095E0,0.000000000E0
3.685439879E2,-1.193568667E1,-7.707498500E1,8.466535562E1,1.007826090E0,8.523000336E1,2.900000095E0,0.000000000E0
3.695450666E2,-1.193568333E1,-7.707497333E1,8.466521004E1,1.052092195E0,8.359999847E1,2.900000095E0,0.000000000E0
3.705437354E2,-1.193568167E1,-7.707496000E1,8.476505384E1,1.150404215E0,8.586000061E1,2.900000095E0,0.000000000E0
3.715440781E2,-1.193568167E1,-7.707494500E1,8.486488701E1,1.238936424E0,8.298999786E1,2.900000095E0,0.000000000E0
3.725438413E2,-1.193568167E1,-7.707493333E1,8.486475726E1,1.179228663E0,8.383999634E1,2.900000095E0,0.000000000E0
3.735474811E2,-1.193568167E1,-7.707492333E1,8.496464604E1,1.121579766E0,8.659999847E1,2.900000095E0,0.000000000E0
3.745449779E2,-1.193568000E1,-7.707490667E1,8.506445276E1,1.235848069E0,8.880000305E1,2.900000095E0,0.000000000E0
3.755439855E2,-1.193568333E1,-7.707489500E1,8.526433883E1,1.212685585E0,9.683999634E1,2.900000095E0,0.000000000E0
3.765441076E2,-1.193568167E1,-7.707488500E1,8.536421970E1,1.144227505E0,9.258000183E1,2.900000095E0,0.000000000E0
3.775449056E2,-1.193568000E1,-7.707487000E1,8.556404496E1,1.246657252E0,9.120999908E1,2.900000095E0,0.000000000E0
3.785438036E2,-1.193567500E1,-7.707486000E1,8.566391000E1,1.126726985E0,8.423999786E1,2.900000095E0,0.000000000E0
3.795429598E2,-1.193567500E1,-7.707485000E1,8.566379878E1,1.042827249E0,8.461000061E1,2.900000095E0,0.000000000E0
3.805446066E2,-1.193567500E1,-7.707484000E1,8.576368756E1,1.094814181E0,8.741000366E1,2.900000095E0,0.000000000E0
3.815442807E2,-1.193567667E1,-7.707483000E1,8.596358426E1,1.139595032E0,8.459999847E1,2.900000095E0,0.000000000E0
3.825433714E2,-1.193567500E1,-7.707482333E1,8.606350220E1,1.029959202E0,8.323000336E1,2.900000095E0,0.000000000E0
3.835449246E2,-1.193567500E1,-7.707481333E1,8.606339098E1,1.107682228E0,7.973999786E1,2.900000095E0,0.000000000E0
3.845434528E2,-1.193567500E1,-7.707480500E1,8.616329830E1,1.130329967E0,8.476000214E1,2.900000095E0,0.000000000E0
3.855458232E2,-1.193567500E1,-7.707479500E1,8.626318708E1,1.132388830E0,8.484999847E1,2.900000095E0,0.000000000E0
3.865440382E2,-1.193567333E1,-7.707478500E1,8.646306795E1,1.108196974E0,8.176000214E1,3.000000000E0,0.000000000E0
3.875442906E2,-1.193567167E1,-7.707477667E1,8.656296736E1,1.114373565E0,8.308000183E1,2.900000095E0,0.000000000E0
3.885448644E2,-1.193567333E1,-7.707477000E1,8.656290112E1,1.004223108E0,8.295999908E1,2.900000095E0,0.000000000E0
3.895439859E2,-1.193567167E1,-7.707476000E1,8.666278199E1,1.030988574E0,7.787999725E1,2.900000095E0,0.000000000E0
3.905440219E2,-1.193567333E1,-7.707474833E1,8.666266015E1,1.121065021E0,7.912999725E1,2.900000095E0,0.000000000E0
3.915474944E2,-1.193568167E1,-7.707473833E1,8.676258849E1,1.078343034E0,8.719000244E1,2.900000095E0,0.000000000E0
3.925440823E2,-1.193568167E1,-7.707472833E1,8.676247727E1,1.076798916E0,8.401000214E1,2.900000095E0,0.000000000E0
3.935441446E2,-1.193568500E1,-7.707472000E1,8.676240042E1,1.045915604E0,8.811000061E1,2.900000095E0,0.000000000E0
3.945441339E2,-1.193568167E1,-7.707471167E1,8.686229191E1,1.016061664E0,8.055000305E1,2.900000095E0,0.000000000E0
3.955435660E2,-1.193568333E1,-7.707470167E1,8.696218860E1,1.089666963E0,8.047000122E1,2.900000095E0,0.000000000E0
3.965439883E2,-1.193568333E1,-7.707469167E1,8.696207739E1,1.128271103E0,8.427999878E1,2.900000095E0,0.000000000E0
3.975461758E2,-1.193568333E1,-7.707468500E1,8.716200324E1,1.019150019E0,8.598000336E1,2.900000095E0,0.000000000E0
3.985451095E2,-1.193568167E1,-7.707467667E1,8.716190264E1,1.037165284E0,8.527999878E1,2.900000095E0,0.000000000E0
3.995438621E2,-1.193568167E1,-7.707466833E1,8.706180996E1,1.020179391E0,8.369000244E1,2.900000095E0,0.000000000E0
4.005439439E2,-1.193568000E1,-7.707465833E1,8.716169083E1,1.025326610E0,8.401999664E1,2.900000095E0,0.000000000E0
4.015442066E2,-1.193567833E1,-7.707464833E1,8.716157170E1,1.095328927E0,8.275000000E1,2.900000095E0,0.000000000E0
4.025441880E2,-1.193568000E1,-7.707463500E1,8.736143132E1,1.136506677E0,8.645999908E1,2.900000095E0,0.000000000E0
4.035469596E2,-1.193568167E1,-7.707462333E1,8.746130948E1,1.118491411E0,8.656999969E1,2.900000095E0,0.000000000E0
4.045439792E2,-1.193567833E1,-7.707461333E1,8.746118244E1,1.116947174E0,8.362999725E1,2.900000095E0,0.000000000E0
4.055440049E2,-1.193567667E1,-7.707460167E1,8.746104477E1,1.126212239E0,8.268000031E1,2.900000095E0,0.000000000E0
4.065442166E2,-1.193567667E1,-7.707459167E1,8.756093355E1,1.107167482E0,8.531999969E1,2.900000095E0,0.000000000E0
4.075438846E2,-1.193566500E1,-7.707458000E1,8.746074841E1,1.102535009E0,7.808000183E1,2.799999952E0,0.000000000E0
4.085438877E2,-1.193565500E1,-7.707457000E1,8.726058971E1,1.072166443E0,8.152999878E1,2.700000048E0,0.000000000E0
4.095459263E2,-1.193565167E1,-7.707456333E1,8.726049974E1,9.223822355E-1,7.913999939E1,2.599999905E0,0.000000000E0
4.105438133E2,-1.193564333E1,-7.707455667E1,8.756038603E1,8.235555291E-1,6.898999786E1,2.599999905E0,0.000000000E0
4.115452654E2,-1.193563667E1,-7.707455833E1,8.776037292E1,7.015663981E-1,4.513000107E1,2.599999905E0,0.000000000E0
4.125440080E2,-1.193562667E1,-7.707455667E1,8.786030691E1,7.623035908E-1,3.002000046E1,2.500000000E0,0.000000000E0
4.135434875E2,-1.193561833E1,-7.707455333E1,8.796023027E1,8.714247346E-1,2.680999947E1,2.500000000E0,0.000000000E0
4.145440281E2,-1.193561000E1,-7.707455333E1,8.816019071E1,9.496625066E-1,1.739999962E1,2.599999905E0,0.000000000E0
4.155458754E2,-1.193560167E1,-7.707455333E1,8.816015115E1,9.373091459E-1,1.344999981E1,2.599999905E0,0.000000000E0
4.165450437E2,-1.193559333E1,-7.707455167E1,8.816009305E1,9.707661271E-1,1.181999969E1,2.599999905E0,0.000000000E0
4.175442266E2,-1.193558500E1,-7.707455333E1,8.836007202E1,9.357650280E-1,7.699999809E0,2.700000048E0,0.000000000E0
4.185399570E2,-1.193557500E1,-7.707455500E1,8.836004308E1,1.066504478E0,5.900000095E0,2.700000048E0,0.000000000E0
