"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (m)"
2.854418669E1,-1.193431167E1,-7.707742667E1,8.458598388E1,1.203935266E0,1.500000000E2,2.299999952E0,0.000000000E0
2.954451746E1,-1.193432333E1,-7.707742000E1,8.408596512E1,1.234303832E0,1.511100006E2,2.299999952E0,0.000000000E0
3.054654046E1,-1.193433500E1,-7.707741333E1,8.378594636E1,1.282173038E0,1.507400055E2,2.299999952E0,0.000000000E0
3.154682992E1,-1.193434667E1,-7.707741000E1,8.388596467E1,1.268790245E0,1.519299927E2,2.299999952E0,0.000000000E0
3.254497177E1,-1.193435833E1,-7.707740333E1,8.348594591E1,1.298129439E0,1.469199982E2,2.299999952E0,0.000000000E0
3.354497516E1,-1.193437000E1,-7.707739667E1,8.308592715E1,1.104079127E0,1.648699951E2,2.299999952E0,0.000000000E0
3.454632662E1,-1.193438000E1,-7.707739167E1,8.288591902E1,1.428868890E0,1.507700043E2,2.299999952E0,0.000000000E0
3.554496854E1,-1.193439333E1,-7.707738333E1,8.268588963E1,1.509165525E0,1.543000031E2,2.200000048E0,0.000000000E0
3.654461862E1,-1.193440333E1,-7.707738167E1,8.288591857E1,1.403647542E0,1.640000000E2,2.200000048E0,0.000000000E0
3.754870931E1,-1.193441500E1,-7.707737833E1,8.278593688E1,1.376367211E0,1.617200012E2,2.200000048E0,0.000000000E0
3.854451423E1,-1.193442500E1,-7.707737500E1,8.268594728E1,1.009884953E0,1.623999939E2,2.200000048E0,0.000000000E0
3.954468292E1,-1.193443333E1,-7.707737333E1,8.258596831E1,1.000620008E0,1.666100006E2,2.200000048E0,0.000000000E0
4.054483070E1,-1.193444167E1,-7.707737167E1,8.258598933E1,1.401588559E0,1.626399994E2,2.200000048E0,0.000000000E0
4.154627885E1,-1.193445000E1,-7.707736833E1,8.258599182E1,9.594421983E-1,1.510200043E2,2.200000048E0,0.000000000E0
4.254477562E1,-1.193445833E1,-7.707736500E1,8.268599431E1,1.202391148E0,1.572400055E2,2.299999952E0,0.000000000E0
4.354660193E1,-1.193446667E1,-7.707736167E1,8.278599680E1,1.208567739E0,1.563800049E2,2.299999952E0,0.000000000E0
4.454662162E1,-1.193447833E1,-7.707735833E1,8.288601511E1,1.327983379E0,1.553500061E2,2.299999952E0,0.000000000E0
4.554627100E1,-1.193448833E1,-7.707735000E1,8.328596990E1,1.524607182E0,1.319400024E2,2.299999952E0,0.000000000E0
4.654482900E1,-1.193449833E1,-7.707734333E1,8.378594323E1,1.253863335E0,1.358600006E2,2.400000095E0,0.000000000E0
4.754494462E1,-1.193451000E1,-7.707733667E1,8.418592447E1,1.335704207E0,1.487500000E2,2.400000095E0,0.000000000E0
4.854349085E1,-1.193451500E1,-7.707733000E1,8.468587406E1,1.617771983E0,1.578800049E2,2.400000095E0,0.000000000E0
4.954511793E1,-1.193452833E1,-7.707732333E1,8.468586321E1,8.554683328E-1,1.440700073E2,2.400000095E0,0.000000000E0
5.054472416E1,-1.193453667E1,-7.707731667E1,8.468582862E1,7.391411066E-1,1.482799988E2,2.400000095E0,0.000000000E0
5.154486631E1,-1.193454500E1,-7.707731333E1,8.448583111E1,8.091433048E-1,1.594900055E2,2.400000095E0,0.000000000E0
5.254526377E1,-1.193455167E1,-7.707730833E1,8.458580715E1,9.491477609E-1,1.519499969E2,2.400000095E0,0.000000000E0
5.354483485E1,-1.193456333E1,-7.707730000E1,8.458576986E1,1.286805511E0,1.493699951E2,2.299999952E0,0.000000000E0
5.454477823E1,-1.193457167E1,-7.707729333E1,8.438573527E1,1.152463078E0,1.504100037E2,2.299999952E0,0.000000000E0
5.554723708E1,-1.193458000E1,-7.707729167E1,8.438575630E1,1.147830606E0,1.555000000E2,2.299999952E0,0.000000000E0
5.654511646E1,-1.193459000E1,-7.707728500E1,8.438572962E1,1.195184946E0,1.526900024E2,2.299999952E0,0.000000000E0
5.754492616E1,-1.193459833E1,-7.707728000E1,8.448571357E1,1.235333323E0,1.512200012E2,2.299999952E0,0.000000000E0
5.854476431E1,-1.193460833E1,-7.707727167E1,8.438566837E1,1.275481701E0,1.435399933E2,2.299999952E0,0.000000000E0
5.954643047E1,-1.193461500E1,-7.707726333E1,8.428560733E1,1.170993090E0,1.425399933E2,2.299999952E0,0.000000000E0
6.054482824E1,-1.193462500E1,-7.707725167E1,8.408552505E1,1.348057508E0,1.378000031E2,2.299999952E0,0.000000000E0
6.154724454E1,-1.193463500E1,-7.707724333E1,8.408547984E1,1.312026978E0,1.391799927E2,2.299999952E0,0.000000000E0
6.254436639E1,-1.193464500E1,-7.707723833E1,8.408547170E1,1.186434746E0,1.435399933E2,2.299999952E0,0.000000000E0
6.354139793E1,-1.193465500E1,-7.707723167E1,8.398544503E1,1.190552473E0,1.440700073E2,2.299999952E0,0.000000000E0
6.454483000E1,-1.193466667E1,-7.707722167E1,8.388538920E1,1.271363854E0,1.449799957E2,2.299999952E0,0.000000000E0
6.554413546E1,-1.193467333E1,-7.707721833E1,8.398538377E1,1.170993090E0,1.462100067E2,2.200000048E0,0.000000000E0
6.654646108E1,-1.193468000E1,-7.707721333E1,8.388535981E1,1.026356101E0,1.479299927E2,2.200000048E0,0.000000000E0
6.754662108E1,-1.193469167E1,-7.707720500E1,8.398532252E1,1.165331125E0,1.465399933E2,2.200000048E0,0.000000000E0
6.854481600E1,-1.193470167E1,-7.707720167E1,8.398533292E1,1.029444456E0,1.537500000E2,2.200000048E0,0.000000000E0
6.954171354E1,-1.193471333E1,-7.707720000E1,8.398536977E1,1.065474987E0,1.600099945E2,2.200000048E0,0.000000000E0
7.054661454E1,-1.193472167E1,-7.707719667E1,8.398537226E1,9.954727888E-1,1.561000061E2,2.200000048E0,0.000000000E0
7.154691577E1,-1.193473167E1,-7.707719333E1,8.398538266E1,1.054665804E0,1.589700012E2,2.200000048E0,0.000000000E0
7.254479324E1,-1.193474333E1,-7.707719000E1,8.398540097E1,1.137536168E0,1.582599945E2,2.200000048E0,0.000000000E0
7.354580947E1,-1.193475333E1,-7.707718833E1,8.408542991E1,1.147315860E0,1.592599945E2,2.200000048E0,0.000000000E0
7.454903939E1,-1.193476167E1,-7.707718667E1,8.418545093E1,1.083490252E0,1.598800049E2,2.200000048E0,0.000000000E0
7.554630785E1,-1.193477167E1,-7.707718500E1,8.428547987E1,1.104593873E0,1.615099945E2,2.200000048E0,0.000000000E0
7.654490693E1,-1.193478167E1,-7.707718333E1,8.438550881E1,1.126212239E0,1.574400024E2,2.200000048E0,0.000000000E0
7.754507708E1,-1.193479000E1,-7.707718000E1,8.458551129E1,1.112829447E0,1.556399994E2,2.200000048E0,0.000000000E0
7.854650239E1,-1.193480000E1,-7.707717667E1,8.468552170E1,1.141653895E0,1.540700073E2,2.200000048E0,0.000000000E0
7.954662000E1,-1.193481000E1,-7.707717333E1,8.488553210E1,1.195699692E0,1.536600037E2,2.200000048E0,0.000000000E0
8.054485624E1,-1.193481833E1,-7.707717000E1,8.508553458E1,1.151948333E0,1.506300049E2,2.200000048E0,0.000000000E0
8.154534285E1,-1.193482833E1,-7.707716333E1,8.488550791E1,1.116947174E0,1.506399994E2,2.200000048E0,0.000000000E0
8.254627824E1,-1.193483500E1,-7.707716000E1,8.488550249E1,9.290736318E-1,1.538800049E2,2.200000048E0,0.000000000E0
8.354336293E1,-1.193484333E1,-7.707715833E1,8.488552351E1,1.005767226E0,1.525700073E2,2.200000048E0,0.000000000E0
8.454450316E1,-1.193485000E1,-7.707715500E1,8.488551809E1,1.160183907E0,1.526499939E2,2.200000048E0,0.000000000E0
8.554690708E1,-1.193486000E1,-7.707715167E1,8.508552849E1,1.030473948E0,1.580599976E2,2.200000048E0,0.000000000E0
8.654476239E1,-1.193487000E1,-7.707714833E1,8.518553889E1,1.175625563E0,1.587700043E2,2.200000048E0,0.000000000E0
8.754657354E1,-1.193488000E1,-7.707714667E1,8.528556783E1,1.105108619E0,1.593300018E2,2.200000048E0,0.000000000E0
8.854506624E1,-1.193489000E1,-7.707714500E1,8.538559676E1,1.088637471E0,1.647899933E2,2.200000048E0,0.000000000E0
8.954443316E1,-1.193489833E1,-7.707714333E1,8.548561779E1,1.067019224E0,1.682200012E2,2.200000048E0,0.000000000E0
9.054615439E1,-1.193490667E1,-7.707714000E1,8.548562028E1,1.049003839E0,1.530099945E2,2.200000048E0,0.000000000E0
9.154894947E1,-1.193491500E1,-7.707713500E1,8.548560423E1,1.099446654E0,1.520599976E2,2.200000048E0,0.000000000E0
9.254500270E1,-1.193492333E1,-7.707713000E1,8.558558818E1,1.057239413E0,1.434299927E2,2.200000048E0,0.000000000E0
9.354501816E1,-1.193493167E1,-7.707712333E1,8.568555360E1,1.407765269E0,1.458300018E2,2.200000048E0,0.000000000E0
9.454630039E1,-1.193493833E1,-7.707712167E1,8.578556671E1,6.804627776E-1,1.687700043E2,2.200000048E0,0.000000000E0
9.554655070E1,-1.193494833E1,-7.707711833E1,8.588557711E1,9.223822355E-1,1.573200073E2,2.200000048E0,0.000000000E0
9.654648085E1,-1.193495667E1,-7.707711500E1,8.588557960E1,9.882666469E-1,1.601399994E2,2.200000048E0,0.000000000E0
9.754676016E1,-1.193496500E1,-7.707711167E1,8.598558209E1,9.862077832E-1,1.591799927E2,2.200000048E0,0.000000000E0
9.854487947E1,-1.193497500E1,-7.707710833E1,8.608559249E1,1.047459722E0,1.611499939E2,2.200000048E0,0.000000000E0
9.954655062E1,-1.193498500E1,-7.707710500E1,8.628560289E1,1.067019224E0,1.601100006E2,2.200000048E0,0.000000000E0
1.005447413E2,-1.193499500E1,-7.707710167E1,8.628561329E1,1.109226346E0,1.571900024E2,2.200000048E0,0.000000000E0
1.015441932E2,-1.193500333E1,-7.707709667E1,8.638559724E1,1.024811983E0,1.545299988E2,2.200000048E0,0.000000000E0
1.025448735E2,-1.193501333E1,-7.707709333E1,8.648560764E1,1.019664764E0,1.566399994E2,2.200000048E0,0.000000000E0
1.035475073E2,-1.193502333E1,-7.707708833E1,8.668559951E1,1.098931909E0,1.563300018E2,2.200000048E0,0.000000000E0
1.045448242E2,-1.193503333E1,-7.707708333E1,8.688559137E1,1.135991931E0,1.545000000E2,2.200000048E0,0.000000000E0
1.055447866E2,-1.193504333E1,-7.707707833E1,8.688558324E1,1.103564501E0,1.527299957E2,2.200000048E0,0.000000000E0
1.065452312E2,-1.193505333E1,-7.707707167E1,8.718555656E1,1.094814181E0,1.483600006E2,2.299999952E0,0.000000000E0
1.075445066E2,-1.193506500E1,-7.707706667E1,8.738555634E1,1.122609138E0,1.523000031E2,2.299999952E0,0.000000000E0
1.085441539E2,-1.193507333E1,-7.707706167E1,8.768554029E1,1.011943936E0,1.480800018E2,2.299999952E0,0.000000000E0
1.095479928E2,-1.193508333E1,-7.707705667E1,8.788553216E1,1.076284170E0,1.509100037E2,2.299999952E0,0.000000000E0
1.105465683E2,-1.193509500E1,-7.707705500E1,8.808556901E1,1.082975507E0,1.596999969E2,2.200000048E0,0.000000000E0
1.115449916E2,-1.193510500E1,-7.707705000E1,8.818556087E1,1.150404215E0,1.583999939E2,2.200000048E0,0.000000000E0
1.125447971E2,-1.193511667E1,-7.707704833E1,8.828559772E1,1.112314701E0,1.617200012E2,2.200000048E0,0.000000000E0
1.135463262E2,-1.193512667E1,-7.707704333E1,8.838558958E1,1.147830606E0,1.599499969E2,2.200000048E0,0.000000000E0
1.145416882E2,-1.193513667E1,-7.707704167E1,8.838561852E1,1.113858938E0,1.659400024E2,2.200000048E0,0.000000000E0
1.155464247E2,-1.193514833E1,-7.707704000E1,8.838565537E1,1.102020264E0,1.640000000E2,2.200000048E0,0.000000000E0
1.165449196E2,-1.193516000E1,-7.707703667E1,8.848567368E1,1.135477185E0,1.616600037E2,2.299999952E0,0.000000000E0
1.175453331E2,-1.193517000E1,-7.707703333E1,8.848568408E1,1.163272262E0,1.603999939E2,2.299999952E0,0.000000000E0
1.185449259E2,-1.193518167E1,-7.707702667E1,8.848566532E1,1.258495808E0,1.574700012E2,2.299999952E0,0.000000000E0
1.195447999E2,-1.193519167E1,-7.707702167E1,8.858565719E1,1.214744449E0,1.553399963E2,2.299999952E0,0.000000000E0
1.205448611E2,-1.193520167E1,-7.707701500E1,8.858563052E1,1.197243929E0,1.526999969E2,2.299999952E0,0.000000000E0
1.215474279E2,-1.193521167E1,-7.707701000E1,8.848562238E1,1.060842514E0,1.528999939E2,2.299999952E0,0.000000000E0
1.225448764E2,-1.193522167E1,-7.707700500E1,8.848561425E1,1.053121686E0,1.552299957E2,2.200000048E0,0.000000000E0
1.235454100E2,-1.193523000E1,-7.707699833E1,8.828557966E1,9.414269328E-1,1.542400055E2,2.200000048E0,0.000000000E0
1.245446596E2,-1.193524000E1,-7.707699167E1,8.828555299E1,1.113344193E0,1.503500061E2,2.200000048E0,0.000000000E0
1.255451606E2,-1.193524833E1,-7.707698500E1,8.828551840E1,1.116432548E0,1.493000031E2,2.200000048E0,0.000000000E0
1.265448369E2,-1.193525833E1,-7.707698000E1,8.838551027E1,1.126212239E0,1.505099945E2,2.200000048E0,0.000000000E0
1.275474111E2,-1.193526833E1,-7.707697500E1,8.848550213E1,1.130329967E0,1.513200073E2,2.200000048E0,0.000000000E0
1.285465352E2,-1.193528000E1,-7.707697167E1,8.878552045E1,1.092755318E0,1.523999939E2,2.200000048E0,0.000000000E0
1.295469067E2,-1.193529167E1,-7.707696667E1,8.898552022E1,1.087093353E0,1.490000000E2,2.200000048E0,0.000000000E0
1.305448961E2,-1.193530500E1,-7.707696000E1,8.908550938E1,1.115403056E0,1.531999969E2,2.200000048E0,0.000000000E0
1.315467681E2,-1.193531333E1,-7.707695500E1,8.928549333E1,1.051577449E0,1.506999969E2,2.200000048E0,0.000000000E0
1.325449617E2,-1.193532500E1,-7.707694833E1,8.948547457E1,1.166875243E0,1.507200012E2,2.200000048E0,0.000000000E0
1.335472339E2,-1.193533667E1,-7.707694500E1,8.958549288E1,1.139080286E0,1.587299957E2,2.200000048E0,0.000000000E0
1.345409892E2,-1.193534667E1,-7.707694000E1,8.978548475E1,1.193126082E0,1.585700073E2,2.299999952E0,0.000000000E0
1.355451218E2,-1.193535500E1,-7.707693500E1,8.978546870E1,1.138565540E0,1.573800049E2,2.299999952E0,0.000000000E0
1.365450201E2,-1.193536000E1,-7.707693167E1,8.988545536E1,9.923844337E-1,1.564100037E2,2.299999952E0,0.000000000E0
1.375447941E2,-1.193536833E1,-7.707692333E1,8.988540224E1,1.050548077E0,1.528899994E2,2.299999952E0,0.000000000E0
1.385447981E2,-1.193537833E1,-7.707692000E1,8.988541264E1,1.105623364E0,1.541600037E2,2.299999952E0,0.000000000E0
1.395486853E2,-1.193538833E1,-7.707691000E1,8.988534890E1,1.071136951E0,1.485700073E2,2.299999952E0,0.000000000E0
1.405443645E2,-1.193539667E1,-7.707690500E1,8.988533285E1,1.042827249E0,1.504100037E2,2.299999952E0,0.000000000E0
1.415449656E2,-1.193540833E1,-7.707689833E1,8.978531409E1,1.176655054E0,1.503300018E2,2.299999952E0,0.000000000E0
1.425448294E2,-1.193541667E1,-7.707689167E1,8.978527951E1,1.151433587E0,1.521499939E2,2.400000095E0,0.000000000E0
1.435463239E2,-1.193542667E1,-7.707688667E1,8.968527137E1,1.062901378E0,1.527400055E2,2.400000095E0,0.000000000E0
1.445473208E2,-1.193543667E1,-7.707688167E1,8.968526323E1,1.103564501E0,1.523399963E2,2.400000095E0,0.000000000E0
1.455463859E2,-1.193544500E1,-7.707687667E1,8.958524719E1,1.098417163E0,1.531000061E2,2.400000095E0,0.000000000E0
1.465468578E2,-1.193545833E1,-7.707687667E1,8.948531048E1,1.256436944E0,1.578699951E2,2.400000095E0,0.000000000E0
1.475453853E2,-1.193546667E1,-7.707687500E1,8.948533151E1,1.055695295E0,1.587299957E2,2.400000095E0,0.000000000E0
1.485451392E2,-1.193547500E1,-7.707687167E1,8.938533400E1,1.001649499E0,1.618500061E2,2.400000095E0,0.000000000E0
1.495451701E2,-1.193548833E1,-7.707686667E1,8.928534169E1,1.234303832E0,1.616699982E2,2.400000095E0,0.000000000E0
1.505452058E2,-1.193549833E1,-7.707686333E1,8.928535209E1,1.174081445E0,1.613500061E2,2.400000095E0,0.000000000E0
1.515521686E2,-1.193551000E1,-7.707685833E1,8.918535187E1,1.145771623E0,1.583699951E2,2.400000095E0,0.000000000E0
1.525450962E2,-1.193552000E1,-7.707685000E1,8.908530666E1,1.221950531E0,1.507200012E2,2.400000095E0,0.000000000E0
1.535470430E2,-1.193553167E1,-7.707684667E1,8.898532497E1,1.179743290E0,1.556000061E2,2.400000095E0,0.000000000E0
1.545469395E2,-1.193553667E1,-7.707684333E1,8.888531163E1,1.062901378E0,1.507500000E2,2.299999952E0,0.000000000E0
1.555451232E2,-1.193554667E1,-7.707683833E1,8.878530350E1,1.085549116E0,1.531199951E2,2.299999952E0,0.000000000E0
1.565448992E2,-1.193556000E1,-7.707683667E1,8.868534826E1,1.244083643E0,1.650500031E2,2.299999952E0,0.000000000E0
1.575487810E2,-1.193557000E1,-7.707683167E1,8.858534013E1,1.300188303E0,1.603000031E2,2.299999952E0,0.000000000E0
1.585466770E2,-1.193557667E1,-7.707682333E1,8.858527909E1,1.217832804E0,1.517700043E2,2.299999952E0,0.000000000E0
1.595454599E2,-1.193558333E1,-7.707681833E1,8.848525513E1,1.176655054E0,1.489400024E2,2.200000048E0,0.000000000E0
1.605452285E2,-1.193559333E1,-7.707681167E1,8.838522846E1,1.238421679E0,1.476600037E2,2.200000048E0,0.000000000E0
1.615470240E2,-1.193560000E1,-7.707680500E1,8.838518596E1,1.100476146E0,1.465099945E2,2.200000048E0,0.000000000E0
1.625450294E2,-1.193560833E1,-7.707679833E1,8.848515138E1,1.230186105E0,1.444199982E2,2.200000048E0,0.000000000E0
1.635467732E2,-1.193561667E1,-7.707679167E1,8.848511680E1,1.186949492E0,1.448200073E2,2.200000048E0,0.000000000E0
1.645451861E2,-1.193562500E1,-7.707678500E1,8.848508221E1,1.169448853E0,1.456600037E2,2.200000048E0,0.000000000E0
1.655465679E2,-1.193563833E1,-7.707678000E1,8.848508990E1,1.306365013E0,1.519600067E2,2.200000048E0,0.000000000E0
1.665451619E2,-1.193564833E1,-7.707677500E1,8.848508177E1,1.345998645E0,1.512400055E2,2.299999952E0,0.000000000E0
1.675450051E2,-1.193565833E1,-7.707676833E1,8.848505509E1,1.359381437E0,1.511300049E2,2.299999952E0,0.000000000E0
1.685452269E2,-1.193566833E1,-7.707676500E1,8.848506550E1,1.274966955E0,1.540299988E2,2.299999952E0,0.000000000E0
1.695469115E2,-1.193567667E1,-7.707675833E1,8.848503091E1,1.230700850E0,1.502500000E2,2.299999952E0,0.000000000E0
1.705449731E2,-1.193568667E1,-7.707675500E1,8.848504131E1,1.248201370E0,1.516999969E2,2.299999952E0,0.000000000E0
1.715452398E2,-1.193569500E1,-7.707674833E1,8.848500673E1,1.195699692E0,1.493500061E2,2.299999952E0,0.000000000E0
1.725465782E2,-1.193570333E1,-7.707674333E1,8.838499068E1,1.151433587E0,1.508099976E2,2.299999952E0,0.000000000E0
1.735450069E2,-1.193571167E1,-7.707674167E1,8.838501171E1,1.145771623E0,1.547899933E2,2.299999952E0,0.000000000E0
1.745441352E2,-1.193571667E1,-7.707673167E1,8.828492422E1,1.097387791E0,1.445000000E2,2.299999952E0,0.000000000E0
1.755485887E2,-1.193572833E1,-7.707673000E1,8.828496107E1,1.168419480E0,1.516600037E2,2.299999952E0,0.000000000E0
1.765465732E2,-1.193573833E1,-7.707672333E1,8.818493440E1,1.316144705E0,1.478500061E2,2.299999952E0,0.000000000E0
1.775452228E2,-1.193574667E1,-7.707672000E1,8.818493689E1,1.190552473E0,1.502400055E2,2.299999952E0,0.000000000E0
1.785449187E2,-1.193575833E1,-7.707671500E1,8.808493667E1,1.248716116E0,1.480800018E2,2.299999952E0,0.000000000E0
1.795464172E2,-1.193576833E1,-7.707671000E1,8.808492853E1,1.269304991E0,1.489400024E2,2.299999952E0,0.000000000E0
1.805444752E2,-1.193577333E1,-7.707670833E1,8.808493373E1,9.810605645E-1,1.528000031E2,2.299999952E0,0.000000000E0
1.815426052E2,-1.193578167E1,-7.707670500E1,8.798493622E1,9.702513814E-1,1.533600006E2,2.299999952E0,0.000000000E0
1.825450540E2,-1.193579167E1,-7.707670167E1,8.778494662E1,1.042312503E0,1.523800049E2,2.299999952E0,0.000000000E0
1.835438542E2,-1.193580000E1,-7.707669833E1,8.778494911E1,1.061357260E0,1.544100037E2,2.299999952E0,0.000000000E0
1.845437285E2,-1.193581167E1,-7.707669667E1,8.768498596E1,1.220406413E0,1.585800018E2,2.299999952E0,0.000000000E0
1.855443961E2,-1.193582000E1,-7.707669333E1,8.768498845E1,1.167389989E0,1.594499969E2,2.299999952E0,0.000000000E0
1.865454022E2,-1.193583333E1,-7.707668833E1,8.758499614E1,1.280114174E0,1.591399994E2,2.299999952E0,0.000000000E0
1.875466287E2,-1.193584000E1,-7.707668500E1,8.748499072E1,1.095328927E0,1.563500061E2,2.299999952E0,0.000000000E0
1.885458228E2,-1.193585000E1,-7.707668167E1,8.748500112E1,1.158125043E0,1.553999939E2,2.299999952E0,0.000000000E0
1.895450832E2,-1.193585833E1,-7.707667500E1,8.748496653E1,1.108196974E0,1.524700012E2,2.299999952E0,0.000000000E0
1.905465240E2,-1.193586833E1,-7.707666833E1,8.738493986E1,1.259010553E0,1.496100006E2,2.299999952E0,0.000000000E0
1.915451283E2,-1.193588000E1,-7.707666333E1,8.728493964E1,1.232759714E0,1.514799957E2,2.299999952E0,0.000000000E0
1.925454510E2,-1.193589333E1,-7.707665667E1,8.718492879E1,1.316144705E0,1.516199951E2,2.299999952E0,0.000000000E0
1.935489756E2,-1.193590500E1,-7.707665000E1,8.708491003E1,1.331586361E0,1.551199951E2,2.299999952E0,0.000000000E0
1.945453410E2,-1.193591667E1,-7.707664333E1,8.698489127E1,1.274966955E0,1.563899994E2,2.299999952E0,0.000000000E0
1.955466061E2,-1.193592667E1,-7.707664000E1,8.688490167E1,9.532655478E-1,1.530800018E2,2.200000048E0,0.000000000E0
1.965452210E2,-1.193593500E1,-7.707663667E1,8.658490416E1,1.119006157E0,1.601600037E2,2.299999952E0,0.000000000E0
1.975454389E2,-1.193594167E1,-7.707663333E1,8.628489874E1,9.759133458E-1,1.539600067E2,2.200000048E0,0.000000000E0
1.985470043E2,-1.193595000E1,-7.707662833E1,8.608488269E1,1.112314701E0,1.588500061E2,2.200000048E0,0.000000000E0
1.995467755E2,-1.193595833E1,-7.707662500E1,8.578488518E1,1.109741092E0,1.488200073E2,2.200000048E0,0.000000000E0
2.005445747E2,-1.193596833E1,-7.707661833E1,8.548485851E1,1.388720512E0,1.487700043E2,2.200000048E0,0.000000000E0
2.016463973E2,-1.193597833E1,-7.707661500E1,8.528486891E1,1.174081445E0,1.549299927E2,2.200000048E0,0.000000000E0
2.025438254E2,-1.193598500E1,-7.707660833E1,8.498482641E1,1.226068377E0,1.424900055E2,2.200000048E0,0.000000000E0
2.035452062E2,-1.193599500E1,-7.707660167E1,8.488479974E1,1.047459722E0,1.386300049E2,2.099999905E0,0.000000000E0
2.045410076E2,-1.193600000E1,-7.707659667E1,8.448476787E1,6.264169216E-1,1.447599945E2,2.200000048E0,0.000000000E0
2.055439111E2,-1.193600500E1,-7.707659333E1,8.418475454E1,6.464911103E-1,1.456199951E2,2.200000048E0,0.000000000E0
2.065451896E2,-1.193601000E1,-7.707658667E1,8.358470413E1,7.226700187E-1,1.385399933E2,2.200000048E0,0.000000000E0
2.075470033E2,-1.193601500E1,-7.707658000E1,8.308465372E1,6.696535945E-1,1.207300034E2,2.200000048E0,0.000000000E0
2.085412627E2,-1.193601667E1,-7.707657333E1,8.278458749E1,6.341377497E-1,1.021299973E2,2.200000048E0,0.000000000E0
